q_id,item_id,scenario_id,condition,qform,marker,continuation,prompt,context,speakerA,qud,speakerB,anchor,target,raw_logprob,normalized_logprob,normalized_surprisal
434,Fill1,25,whq-acc-repeated,whq,acc,repeated,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다. 민규: 종현이는 뭘 읽었어? 지훈: 소설을 읽었어. 잡지도 읽었어.,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다.,민규,종현이는 뭘 읽었어?,지훈,소설을 읽었어.,잡지도 읽었어.,-62.30326545572313,-10.383877575953855,14.980768684026737
435,Fill1,25,whq-acc-contradictory,whq,acc,contradictory,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다. 민규: 종현이는 뭘 읽었어? 지훈: 소설을 읽었어. 잡지만 읽었어.,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다.,민규,종현이는 뭘 읽었어?,지훈,소설을 읽었어.,잡지만 읽었어.,-57.49881077346588,-9.58313512891098,13.825541526648689
436,Fill1,25,whq-nun-negated,whq,nun,negated,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다. 민규: 종현이는 뭘 읽었어? 지훈: 소설은 읽었어. 잡지는 안 읽었어.,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다.,민규,종현이는 뭘 읽었어?,지훈,소설은 읽었어.,잡지는 안 읽었어.,-74.14494096934055,-10.592134424191508,15.281219806210364
437,Fill1,25,whq-nun-repeated,whq,nun,repeated,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다. 민규: 종현이는 뭘 읽었어? 지훈: 소설은 읽었어. 잡지도 읽었어.,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다.,민규,종현이는 뭘 읽었어?,지훈,소설은 읽었어.,잡지도 읽었어.,-62.52156626840753,-10.42026104473459,15.03325893400704
438,Fill1,25,whq-nun-contradictory,whq,nun,contradictory,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다. 민규: 종현이는 뭘 읽었어? 지훈: 소설은 읽었어. 잡지만 읽었어.,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다.,민규,종현이는 뭘 읽었어?,지훈,소설은 읽었어.,잡지만 읽었어.,-58.08893740515866,-9.681489567526443,13.967436987488634
439,Fill1,25,whq-zero-negated,whq,zero,negated,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다. 민규: 종현이는 뭘 읽었어? 지훈: 소설 읽었어. 잡지는 안 읽었어.,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다.,민규,종현이는 뭘 읽었어?,지훈,소설 읽었어.,잡지는 안 읽었어.,-72.14594358172057,-10.306563368817224,14.869227860800459
440,Fill1,25,whq-zero-repeated,whq,zero,repeated,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다. 민규: 종현이는 뭘 읽었어? 지훈: 소설 읽었어. 잡지도 읽었어.,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다.,민규,종현이는 뭘 읽었어?,지훈,소설 읽었어.,잡지도 읽었어.,-61.70010168262185,-10.283350280436975,14.835738453310556
441,Fill1,25,whq-zero-contradictory,whq,zero,contradictory,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다. 민규: 종현이는 뭘 읽었어? 지훈: 소설 읽었어. 잡지만 읽었어.,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다.,민규,종현이는 뭘 읽었어?,지훈,소설 읽었어.,잡지만 읽었어.,-56.48670211141517,-9.414450351902529,13.582180835385135
451,Fill2,26,whq-acc-negated,whq,acc,negated,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다. 주환: 영민이는 뭘 가르쳤어? 새롬: 일본어를 가르쳤어. 중국어는 안 가르쳤어.,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다.,주환,영민이는 뭘 가르쳤어?,새롬,일본어를 가르쳤어.,중국어는 안 가르쳤어.,-72.2538302975487,-12.04230504959145,17.373373775917706
452,Fill2,26,whq-acc-repeated,whq,acc,repeated,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다. 주환: 영민이는 뭘 가르쳤어? 새롬: 일본어를 가르쳤어. 중국어도 가르쳤어.,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다.,주환,영민이는 뭘 가르쳤어?,새롬,일본어를 가르쳤어.,중국어도 가르쳤어.,-65.96432431914008,-13.192864863828015,19.033280714162927
453,Fill2,26,whq-acc-contradictory,whq,acc,contradictory,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다. 주환: 영민이는 뭘 가르쳤어? 새롬: 일본어를 가르쳤어. 중국어만 가르쳤어.,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다.,주환,영민이는 뭘 가르쳤어?,새롬,일본어를 가르쳤어.,중국어만 가르쳤어.,-56.53463673362163,-11.306927346724326,16.31244801081099
454,Fill2,26,whq-nun-negated,whq,nun,negated,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다. 주환: 영민이는 뭘 가르쳤어? 새롬: 일본어는 가르쳤어. 중국어는 안 가르쳤어.,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다.,주환,영민이는 뭘 가르쳤어?,새롬,일본어는 가르쳤어.,중국어는 안 가르쳤어.,-73.48195125568347,-12.246991875947245,17.668674445236512
455,Fill2,26,whq-nun-repeated,whq,nun,repeated,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다. 주환: 영민이는 뭘 가르쳤어? 새롬: 일본어는 가르쳤어. 중국어도 가르쳤어.,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다.,주환,영민이는 뭘 가르쳤어?,새롬,일본어는 가르쳤어.,중국어도 가르쳤어.,-66.20251612217157,-13.240503224434315,19.102008340765718
456,Fill2,26,whq-nun-contradictory,whq,nun,contradictory,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다. 주환: 영민이는 뭘 가르쳤어? 새롬: 일본어는 가르쳤어. 중국어만 가르쳤어.,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다.,주환,영민이는 뭘 가르쳤어?,새롬,일본어는 가르쳤어.,중국어만 가르쳤어.,-56.0327848712614,-11.20655697425228,16.16764417219339
457,Fill2,26,whq-zero-negated,whq,zero,negated,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다. 주환: 영민이는 뭘 가르쳤어? 새롬: 일본어 가르쳤어. 중국어는 안 가르쳤어.,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다.,주환,영민이는 뭘 가르쳤어?,새롬,일본어 가르쳤어.,중국어는 안 가르쳤어.,-71.1392563534011,-11.856542725566849,17.105375392263404
458,Fill2,26,whq-zero-repeated,whq,zero,repeated,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다. 주환: 영민이는 뭘 가르쳤어? 새롬: 일본어 가르쳤어. 중국어도 가르쳤어.,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다.,주환,영민이는 뭘 가르쳤어?,새롬,일본어 가르쳤어.,중국어도 가르쳤어.,-64.50004754359482,-12.900009508718963,18.61077974564932
459,Fill2,26,whq-zero-contradictory,whq,zero,contradictory,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다. 주환: 영민이는 뭘 가르쳤어? 새롬: 일본어 가르쳤어. 중국어만 가르쳤어.,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다.,주환,영민이는 뭘 가르쳤어?,새롬,일본어 가르쳤어.,중국어만 가르쳤어.,-56.598438589667396,-11.31968771793348,16.330857335074338
469,Fill3,27,whq-acc-negated,whq,acc,negated,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복을 입었어. 반바지는 안 입었어.,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다.,소윤,미영이는 뭘 입었어?,민정,수영복을 입었어.,반바지는 안 입었어.,-90.9148391715809,-11.364354896447612,16.39529845200718
470,Fill3,27,whq-acc-repeated,whq,acc,repeated,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복을 입었어. 반바지도 입었어.,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다.,소윤,미영이는 뭘 입었어?,민정,수영복을 입었어.,반바지도 입었어.,-82.57432271255992,-11.796331816079988,17.0185094117393
471,Fill3,27,whq-acc-contradictory,whq,acc,contradictory,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복을 입었어. 반바지만 입었어.,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다.,소윤,미영이는 뭘 입었어?,민정,수영복을 입었어.,반바지만 입었어.,-80.80666599502685,-11.543809427860978,16.654196614542297
472,Fill3,27,whq-nun-negated,whq,nun,negated,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복은 입었어. 반바지는 안 입었어.,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다.,소윤,미영이는 뭘 입었어?,민정,수영복은 입었어.,반바지는 안 입었어.,-92.24451240812712,-11.53056405101589,16.63508757505318
473,Fill3,27,whq-nun-repeated,whq,nun,repeated,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복은 입었어. 반바지도 입었어.,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다.,소윤,미영이는 뭘 입었어?,민정,수영복은 입었어.,반바지도 입었어.,-83.4795118897784,-11.925644555682627,17.205068259887792
474,Fill3,27,whq-nun-contradictory,whq,nun,contradictory,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복은 입었어. 반바지만 입었어.,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다.,소윤,미영이는 뭘 입었어?,민정,수영복은 입었어.,반바지만 입었어.,-81.48720177124109,-11.641028824463012,16.794454555898266
475,Fill3,27,whq-zero-negated,whq,zero,negated,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복 입었어. 반바지는 안 입었어.,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다.,소윤,미영이는 뭘 입었어?,민정,수영복 입었어.,반바지는 안 입었어.,-89.33294126792315,-11.166617658490393,16.11002391940722
476,Fill3,27,whq-zero-repeated,whq,zero,repeated,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복 입었어. 반바지도 입었어.,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다.,소윤,미영이는 뭘 입었어?,민정,수영복 입었어.,반바지도 입었어.,-81.32185932096364,-11.617408474423376,16.760377594032022
477,Fill3,27,whq-zero-contradictory,whq,zero,contradictory,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복 입었어. 반바지만 입었어.,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다.,소윤,미영이는 뭘 입었어?,민정,수영복 입었어.,반바지만 입었어.,-79.7849649762369,-11.397852139462415,16.44362475838809
487,Fill4,28,whq-acc-negated,whq,acc,negated,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다. 수정: 재호는 뭘 날랐어? 승윤: 식재료를 날랐어. 음식은 안 날랐어.,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다.,수정,재호는 뭘 날랐어?,승윤,식재료를 날랐어.,음식은 안 날랐어.,-83.73489265342954,-11.962127521918505,17.257702054353214
488,Fill4,28,whq-acc-repeated,whq,acc,repeated,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다. 수정: 재호는 뭘 날랐어? 승윤: 식재료를 날랐어. 음식도 날랐어.,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다.,수정,재호는 뭘 날랐어?,승윤,식재료를 날랐어.,음식도 날랐어.,-71.32638133425385,-11.887730222375643,17.150369439247193
489,Fill4,28,whq-acc-contradictory,whq,acc,contradictory,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다. 수정: 재호는 뭘 날랐어? 승윤: 식재료를 날랐어. 음식만 날랐어.,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다.,수정,재호는 뭘 날랐어?,승윤,식재료를 날랐어.,음식만 날랐어.,-71.58699463073891,-11.93116577178982,17.213033690985313
490,Fill4,28,whq-nun-negated,whq,nun,negated,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다. 수정: 재호는 뭘 날랐어? 승윤: 식재료는 날랐어. 음식은 안 날랐어.,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다.,수정,재호는 뭘 날랐어?,승윤,식재료는 날랐어.,음식은 안 날랐어.,-84.47121394699089,-12.067316278141556,17.409457351313485
491,Fill4,28,whq-nun-repeated,whq,nun,repeated,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다. 수정: 재호는 뭘 날랐어? 승윤: 식재료는 날랐어. 음식도 날랐어.,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다.,수정,재호는 뭘 날랐어?,승윤,식재료는 날랐어.,음식도 날랐어.,-70.97481864645277,-11.829136441075462,17.06583648153849
492,Fill4,28,whq-nun-contradictory,whq,nun,contradictory,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다. 수정: 재호는 뭘 날랐어? 승윤: 식재료는 날랐어. 음식만 날랐어.,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다.,수정,재호는 뭘 날랐어?,승윤,식재료는 날랐어.,음식만 날랐어.,-71.59534897472405,-11.932558162454008,17.21504248609152
493,Fill4,28,whq-zero-negated,whq,zero,negated,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다. 수정: 재호는 뭘 날랐어? 승윤: 식재료 날랐어. 음식은 안 날랐어.,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다.,수정,재호는 뭘 날랐어?,승윤,식재료 날랐어.,음식은 안 날랐어.,-82.14843775543842,-11.735491107919774,16.930734823792385
494,Fill4,28,whq-zero-repeated,whq,zero,repeated,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다. 수정: 재호는 뭘 날랐어? 승윤: 식재료 날랐어. 음식도 날랐어.,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다.,수정,재호는 뭘 날랐어?,승윤,식재료 날랐어.,음식도 날랐어.,-69.87251796616766,-11.645419661027944,16.800789194035847
495,Fill4,28,whq-zero-contradictory,whq,zero,contradictory,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다. 수정: 재호는 뭘 날랐어? 승윤: 식재료 날랐어. 음식만 날랐어.,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다.,수정,재호는 뭘 날랐어?,승윤,식재료 날랐어.,음식만 날랐어.,-70.00118218769354,-11.666863697948925,16.831726399758388
505,Fill5,29,whq-acc-negated,whq,acc,negated,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다. 이준: 형수는 뭘 썼어? 도윤: 드라이버를 썼어. 드릴은 안 썼어.,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다.,이준,형수는 뭘 썼어?,도윤,드라이버를 썼어.,드릴은 안 썼어.,-58.176101818986396,-9.696016969831065,13.988395598750513
506,Fill5,29,whq-acc-repeated,whq,acc,repeated,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다. 이준: 형수는 뭘 썼어? 도윤: 드라이버를 썼어. 드릴도 썼어.,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다.,이준,형수는 뭘 썼어?,도윤,드라이버를 썼어.,드릴도 썼어.,-50.24676061075493,-10.049352122150987,14.49815047077421
507,Fill5,29,whq-acc-contradictory,whq,acc,contradictory,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다. 이준: 형수는 뭘 썼어? 도윤: 드라이버를 썼어. 드릴만 썼어.,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다.,이준,형수는 뭘 썼어?,도윤,드라이버를 썼어.,드릴만 썼어.,-47.15829217575119,-9.431658435150238,13.607006851749809
508,Fill5,29,whq-nun-negated,whq,nun,negated,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다. 이준: 형수는 뭘 썼어? 도윤: 드라이버는 썼어. 드릴은 안 썼어.,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다.,이준,형수는 뭘 썼어?,도윤,드라이버는 썼어.,드릴은 안 썼어.,-57.257892768938895,-9.542982128156483,13.767612991583364
509,Fill5,29,whq-nun-repeated,whq,nun,repeated,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다. 이준: 형수는 뭘 썼어? 도윤: 드라이버는 썼어. 드릴도 썼어.,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다.,이준,형수는 뭘 썼어?,도윤,드라이버는 썼어.,드릴도 썼어.,-49.3763993454642,-9.87527986909284,14.24701729453085
510,Fill5,29,whq-nun-contradictory,whq,nun,contradictory,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다. 이준: 형수는 뭘 썼어? 도윤: 드라이버는 썼어. 드릴만 썼어.,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다.,이준,형수는 뭘 썼어?,도윤,드라이버는 썼어.,드릴만 썼어.,-46.84057505534052,-9.368115011068104,13.51533306894541
511,Fill5,29,whq-zero-negated,whq,zero,negated,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다. 이준: 형수는 뭘 썼어? 도윤: 드라이버 썼어. 드릴은 안 썼어.,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다.,이준,형수는 뭘 썼어?,도윤,드라이버 썼어.,드릴은 안 썼어.,-55.90110013645609,-9.316850022742681,13.441373324517093
512,Fill5,29,whq-zero-repeated,whq,zero,repeated,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다. 이준: 형수는 뭘 썼어? 도윤: 드라이버 썼어. 드릴도 썼어.,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다.,이준,형수는 뭘 썼어?,도윤,드라이버 썼어.,드릴도 썼어.,-48.27468330249691,-9.654936660499382,13.929129240199508
513,Fill5,29,whq-zero-contradictory,whq,zero,contradictory,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다. 이준: 형수는 뭘 썼어? 도윤: 드라이버 썼어. 드릴만 썼어.,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다.,이준,형수는 뭘 썼어?,도윤,드라이버 썼어.,드릴만 썼어.,-45.344367770439405,-9.068873554087881,13.083618902931654
523,Fill6,30,whq-acc-negated,whq,acc,negated,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다. 혜령: 도완이는 뭘 배웠어? 하솔: 초상화를 배웠어. 풍경화는 안 배웠어.,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다.,혜령,도완이는 뭘 배웠어?,하솔,초상화를 배웠어.,풍경화는 안 배웠어.,-72.547622389771,-12.091270398295167,17.44401584166796
524,Fill6,30,whq-acc-repeated,whq,acc,repeated,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다. 혜령: 도완이는 뭘 배웠어? 하솔: 초상화를 배웠어. 풍경화도 배웠어.,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다.,혜령,도완이는 뭘 배웠어?,하솔,초상화를 배웠어.,풍경화도 배웠어.,-63.18486632390717,-12.636973264781435,18.23129866094659
525,Fill6,30,whq-acc-contradictory,whq,acc,contradictory,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다. 혜령: 도완이는 뭘 배웠어? 하솔: 초상화를 배웠어. 풍경화만 배웠어.,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다.,혜령,도완이는 뭘 배웠어?,하솔,초상화를 배웠어.,풍경화만 배웠어.,-65.3944193246025,-10.899069887433749,15.724034076902901
526,Fill6,30,whq-nun-negated,whq,nun,negated,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다. 혜령: 도완이는 뭘 배웠어? 하솔: 초상화는 배웠어. 풍경화는 안 배웠어.,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다.,혜령,도완이는 뭘 배웠어?,하솔,초상화는 배웠어.,풍경화는 안 배웠어.,-71.79104328191029,-11.965173880318382,17.262097020509486
527,Fill6,30,whq-nun-repeated,whq,nun,repeated,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다. 혜령: 도완이는 뭘 배웠어? 하솔: 초상화는 배웠어. 풍경화도 배웠어.,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다.,혜령,도완이는 뭘 배웠어?,하솔,초상화는 배웠어.,풍경화도 배웠어.,-62.7492657921508,-12.54985315843016,18.105610915551885
528,Fill6,30,whq-nun-contradictory,whq,nun,contradictory,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다. 혜령: 도완이는 뭘 배웠어? 하솔: 초상화는 배웠어. 풍경화만 배웠어.,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다.,혜령,도완이는 뭘 배웠어?,하솔,초상화는 배웠어.,풍경화만 배웠어.,-65.23465245602887,-10.87244207600481,15.685618265404647
529,Fill6,30,whq-zero-negated,whq,zero,negated,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다. 혜령: 도완이는 뭘 배웠어? 하솔: 초상화 배웠어. 풍경화는 안 배웠어.,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다.,혜령,도완이는 뭘 배웠어?,하솔,초상화 배웠어.,풍경화는 안 배웠어.,-70.99295342911378,-11.832158904852298,17.0701969750406
530,Fill6,30,whq-zero-repeated,whq,zero,repeated,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다. 혜령: 도완이는 뭘 배웠어? 하솔: 초상화 배웠어. 풍경화도 배웠어.,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다.,혜령,도완이는 뭘 배웠어?,하솔,초상화 배웠어.,풍경화도 배웠어.,-61.83364026236531,-12.36672805247306,17.841417233325313
531,Fill6,30,whq-zero-contradictory,whq,zero,contradictory,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다. 혜령: 도완이는 뭘 배웠어? 하솔: 초상화 배웠어. 풍경화만 배웠어.,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다.,혜령,도완이는 뭘 배웠어?,하솔,초상화 배웠어.,풍경화만 배웠어.,-64.92860317948757,-10.821433863247927,15.612028969815682
541,Fill7,31,whq-acc-negated,whq,acc,negated,도경이는 재현이와 예지가 페트병과 유리병을 모으기로 했다는 것을 알고 있습니다. 도경: 재현이는 뭘 모았어? 예지: 페트병을 모았어. 유리병은 안 모았어.,도경이는 재현이와 예지가 페트병과 유리병을 모으기로 했다는 것을 알고 있습니다.,도경,재현이는 뭘 모았어?,예지,페트병을 모았어.,유리병은 안 모았어.,-79.43291821016344,-11.347559744309063,16.371068169305918
542,Fill7,31,whq-acc-repeated,whq,acc,repeated,도경이는 재현이와 예지가 페트병과 유리병을 모으기로 했다는 것을 알고 있습니다. 도경: 재현이는 뭘 모았어? 예지: 페트병을 모았어. 유리병도 모았어.,도경이는 재현이와 예지가 페트병과 유리병을 모으기로 했다는 것을 알고 있습니다.,도경,재현이는 뭘 모았어?,예지,페트병을 모았어.,유리병도 모았어.,-75.7283284049094,-10.818332629272772,15.607554834939089
543,Fill7,31,whq-acc-contradictory,whq,acc,contradictory,도경이는 재현이와 예지가 페트병과 유리병을 모으기로 했다는 것을 알고 있습니다. 도경: 재현이는 뭘 모았어? 예지: 페트병을 모았어. 유리병만 모았어.,도경이는 재현이와 예지가 페트병과 유리병을 모으기로 했다는 것을 알고 있습니다.,도경,재현이는 뭘 모았어?,예지,페트병을 모았어.,유리병만 모았어.,-73.4016646455176,-10.4859520922168,15.128031082440428
544,Fill7,31,whq-nun-negated,whq,nun,negated,도경이는 재현이와 예지가 페트병과 유리병을 모으기로 했다는 것을 알고 있습니다. 도경: 재현이는 뭘 모았어? 예지: 페트병은 모았어. 유리병은 안 모았어.,도경이는 재현이와 예지가 페트병과 유리병을 모으기로 했다는 것을 알고 있습니다.,도경,재현이는 뭘 모았어?,예지,페트병은 모았어.,유리병은 안 모았어.,-79.87889603774944,-11.411270862535634,16.462983883620883
545,Fill7,31,whq-nun-repeated,whq,nun,repeated,도경이는 재현이와 예지가 페트병과 유리병을 모으기로 했다는 것을 알고 있습니다. 도경: 재현이는 뭘 모았어? 예지: 페트병은 모았어. 유리병도 모았어.,도경이는 재현이와 예지가 페트병과 유리병을 모으기로 했다는 것을 알고 있습니다.,도경,재현이는 뭘 모았어?,예지,페트병은 모았어.,유리병도 모았어.,-76.6289723892056,-10.9469960556008,15.79317692204632
