,q_id,item_id,scenario_id,condition,qform,marker,continuation,prompt,conversation,context,speakerA,qud,speakerB,anchor,target,instruction,top1_response,top1_logprob,top2_response,top2_logprob,top3_response,top3_logprob,top4_response,top4_logprob,top5_response,top5_logprob
230,345,Crit20,20,whq-acc-contradictory,whq,acc,contradictory,은하는 강현이와 우석이가 응원복과 응원 도구를 챙기기로 했다는 것을 알고 있습니다. 은하: 강현이는 뭘 챙겼어? 우석: 응원복을 챙겼어. 응원 도구만 챙겼어. 위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,은하는 강현이와 우석이가 응원복과 응원 도구를 챙기기로 했다는 것을 알고 있습니다. 은하: 강현이는 뭘 챙겼어? 우석: 응원복을 챙겼어. 응원 도구만 챙겼어.,은하는 강현이와 우석이가 응원복과 응원 도구를 챙기기로 했다는 것을 알고 있습니다.,은하,강현이는 뭘 챙겼어?,우석,응원복을 챙겼어.,응원 도구만 챙겼어.,위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.008170912,2,-5.633171,우,-6.086296,3,-6.555046,4,-7.836296
231,346,Crit20,20,whq-nun-negated,whq,nun,negated,은하는 강현이와 우석이가 응원복과 응원 도구를 챙기기로 했다는 것을 알고 있습니다. 은하: 강현이는 뭘 챙겼어? 우석: 응원복은 챙겼어. 응원 도구는 안 챙겼어. 위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,은하는 강현이와 우석이가 응원복과 응원 도구를 챙기기로 했다는 것을 알고 있습니다. 은하: 강현이는 뭘 챙겼어? 우석: 응원복은 챙겼어. 응원 도구는 안 챙겼어.,은하는 강현이와 우석이가 응원복과 응원 도구를 챙기기로 했다는 것을 알고 있습니다.,은하,강현이는 뭘 챙겼어?,우석,응원복은 챙겼어.,응원 도구는 안 챙겼어.,위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.6784687,5,-1.1003437,6,-2.4909687,4,-2.6940937,우,-5.4128437
232,347,Crit20,20,whq-nun-repeated,whq,nun,repeated,은하는 강현이와 우석이가 응원복과 응원 도구를 챙기기로 했다는 것을 알고 있습니다. 은하: 강현이는 뭘 챙겼어? 우석: 응원복은 챙겼어. 응원 도구도 챙겼어. 위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,은하는 강현이와 우석이가 응원복과 응원 도구를 챙기기로 했다는 것을 알고 있습니다. 은하: 강현이는 뭘 챙겼어? 우석: 응원복은 챙겼어. 응원 도구도 챙겼어.,은하는 강현이와 우석이가 응원복과 응원 도구를 챙기기로 했다는 것을 알고 있습니다.,은하,강현이는 뭘 챙겼어?,우석,응원복은 챙겼어.,응원 도구도 챙겼어.,위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.020243688,5,-4.9421186,6,-5.3014936,우,-5.7858686,\xec\xa0,-6.4889936
233,348,Crit20,20,whq-nun-contradictory,whq,nun,contradictory,은하는 강현이와 우석이가 응원복과 응원 도구를 챙기기로 했다는 것을 알고 있습니다. 은하: 강현이는 뭘 챙겼어? 우석: 응원복은 챙겼어. 응원 도구만 챙겼어. 위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,은하는 강현이와 우석이가 응원복과 응원 도구를 챙기기로 했다는 것을 알고 있습니다. 은하: 강현이는 뭘 챙겼어? 우석: 응원복은 챙겼어. 응원 도구만 챙겼어.,은하는 강현이와 우석이가 응원복과 응원 도구를 챙기기로 했다는 것을 알고 있습니다.,은하,강현이는 뭘 챙겼어?,우석,응원복은 챙겼어.,응원 도구만 챙겼어.,위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.040306818,우,-3.8528068,2,-4.712182,3,-6.196557,\xec\xb2,-6.602807
234,352,Crit20,20,linkedq-acc-negated,linkedq,acc,negated,은하: 강현이는 응원복이랑 응원 도구 중에 뭘 챙겼어? 우석: 응원복을 챙겼어. 응원 도구는 안 챙겼어. 위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,은하: 강현이는 응원복이랑 응원 도구 중에 뭘 챙겼어? 우석: 응원복을 챙겼어. 응원 도구는 안 챙겼어.,은하는 강현이와 우석이가 응원복과 응원 도구를 챙기기로 했다는 것을 알고 있습니다.,은하,강현이는 응원복이랑 응원 도구 중에 뭘 챙겼어?,우석,응원복을 챙겼어.,응원 도구는 안 챙겼어.,위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.005435932,6,-5.474186,5,-7.333561,우,-8.552311,대,-9.302311
235,353,Crit20,20,linkedq-acc-repeated,linkedq,acc,repeated,은하: 강현이는 응원복이랑 응원 도구 중에 뭘 챙겼어? 우석: 응원복을 챙겼어. 응원 도구도 챙겼어. 위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,은하: 강현이는 응원복이랑 응원 도구 중에 뭘 챙겼어? 우석: 응원복을 챙겼어. 응원 도구도 챙겼어.,은하는 강현이와 우석이가 응원복과 응원 도구를 챙기기로 했다는 것을 알고 있습니다.,은하,강현이는 응원복이랑 응원 도구 중에 뭘 챙겼어?,우석,응원복을 챙겼어.,응원 도구도 챙겼어.,위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.038793914,5,-3.9919188,6,-4.210669,4,-6.101294,우,-6.491919
236,354,Crit20,20,linkedq-acc-contradictory,linkedq,acc,contradictory,은하: 강현이는 응원복이랑 응원 도구 중에 뭘 챙겼어? 우석: 응원복을 챙겼어. 응원 도구만 챙겼어. 위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,은하: 강현이는 응원복이랑 응원 도구 중에 뭘 챙겼어? 우석: 응원복을 챙겼어. 응원 도구만 챙겼어.,은하는 강현이와 우석이가 응원복과 응원 도구를 챙기기로 했다는 것을 알고 있습니다.,은하,강현이는 응원복이랑 응원 도구 중에 뭘 챙겼어?,우석,응원복을 챙겼어.,응원 도구만 챙겼어.,위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.0045616115,우,-6.0826864,2,-6.8951864,3,-7.5826864,이,-8.723311
237,355,Crit20,20,linkedq-nun-negated,linkedq,nun,negated,은하: 강현이는 응원복이랑 응원 도구 중에 뭘 챙겼어? 우석: 응원복은 챙겼어. 응원 도구는 안 챙겼어. 위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,은하: 강현이는 응원복이랑 응원 도구 중에 뭘 챙겼어? 우석: 응원복은 챙겼어. 응원 도구는 안 챙겼어.,은하는 강현이와 우석이가 응원복과 응원 도구를 챙기기로 했다는 것을 알고 있습니다.,은하,강현이는 응원복이랑 응원 도구 중에 뭘 챙겼어?,우석,응원복은 챙겼어.,응원 도구는 안 챙겼어.,위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.023887152,6,-4.164512,5,-5.664512,우,-6.039512,대,-6.883262
238,356,Crit20,20,linkedq-nun-repeated,linkedq,nun,repeated,은하: 강현이는 응원복이랑 응원 도구 중에 뭘 챙겼어? 우석: 응원복은 챙겼어. 응원 도구도 챙겼어. 위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,은하: 강현이는 응원복이랑 응원 도구 중에 뭘 챙겼어? 우석: 응원복은 챙겼어. 응원 도구도 챙겼어.,은하는 강현이와 우석이가 응원복과 응원 도구를 챙기기로 했다는 것을 알고 있습니다.,은하,강현이는 응원복이랑 응원 도구 중에 뭘 챙겼어?,우석,응원복은 챙겼어.,응원 도구도 챙겼어.,위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.0020860238,6,-7.017711,5,-8.095836,우,-8.408336,대,-8.658336
239,357,Crit20,20,linkedq-nun-contradictory,linkedq,nun,contradictory,은하: 강현이는 응원복이랑 응원 도구 중에 뭘 챙겼어? 우석: 응원복은 챙겼어. 응원 도구만 챙겼어. 위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,은하: 강현이는 응원복이랑 응원 도구 중에 뭘 챙겼어? 우석: 응원복은 챙겼어. 응원 도구만 챙겼어.,은하는 강현이와 우석이가 응원복과 응원 도구를 챙기기로 했다는 것을 알고 있습니다.,은하,강현이는 응원복이랑 응원 도구 중에 뭘 챙겼어?,우석,응원복은 챙겼어.,응원 도구만 챙겼어.,위의 대화에서 우석이가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.0031032078,우,-6.2062283,3,-7.5968533,2,-7.8624783,\xec\xb2,-10.096853
240,361,Crit21,21,whq-acc-negated,whq,acc,negated,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다. 찬영: 소희는 뭘 잊었어? 영미: 텐트를 잊었어. 침낭은 안 잊었어. 위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다. 찬영: 소희는 뭘 잊었어? 영미: 텐트를 잊었어. 침낭은 안 잊었어.,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다.,찬영,소희는 뭘 잊었어?,영미,텐트를 잊었어.,침낭은 안 잊었어.,위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,5,-0.9870392,7,-1.3151642,6,-2.033914,4,-2.096414,\xec\x98,-2.971414
241,362,Crit21,21,whq-acc-repeated,whq,acc,repeated,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다. 찬영: 소희는 뭘 잊었어? 영미: 텐트를 잊었어. 침낭도 잊었어. 위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다. 찬영: 소희는 뭘 잊었어? 영미: 텐트를 잊었어. 침낭도 잊었어.,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다.,찬영,소희는 뭘 잊었어?,영미,텐트를 잊었어.,침낭도 잊었어.,위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.5498426,1,-1.7373426,4,-2.2998426,6,-2.9248426,5,-3.1748426
242,363,Crit21,21,whq-acc-contradictory,whq,acc,contradictory,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다. 찬영: 소희는 뭘 잊었어? 영미: 텐트를 잊었어. 침낭만 잊었어. 위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다. 찬영: 소희는 뭘 잊었어? 영미: 텐트를 잊었어. 침낭만 잊었어.,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다.,찬영,소희는 뭘 잊었어?,영미,텐트를 잊었어.,침낭만 잊었어.,위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.07601311,4,-3.904138,\xec\x98,-4.029138,2,-4.326013,3,-4.544763
243,364,Crit21,21,whq-nun-negated,whq,nun,negated,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다. 찬영: 소희는 뭘 잊었어? 영미: 텐트는 잊었어. 침낭은 안 잊었어. 위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다. 찬영: 소희는 뭘 잊었어? 영미: 텐트는 잊었어. 침낭은 안 잊었어.,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다.,찬영,소희는 뭘 잊었어?,영미,텐트는 잊었어.,침낭은 안 잊었어.,위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,5,-1.2131324,7,-1.7443824,6,-1.9475074,4,-2.0100074,1,-2.5568824
244,365,Crit21,21,whq-nun-repeated,whq,nun,repeated,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다. 찬영: 소희는 뭘 잊었어? 영미: 텐트는 잊었어. 침낭도 잊었어. 위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다. 찬영: 소희는 뭘 잊었어? 영미: 텐트는 잊었어. 침낭도 잊었어.,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다.,찬영,소희는 뭘 잊었어?,영미,텐트는 잊었어.,침낭도 잊었어.,위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.17295425,1,-2.5635793,6,-3.6573293,4,-4.001079,\xec\x98,-4.188579
245,366,Crit21,21,whq-nun-contradictory,whq,nun,contradictory,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다. 찬영: 소희는 뭘 잊었어? 영미: 텐트는 잊었어. 침낭만 잊었어. 위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다. 찬영: 소희는 뭘 잊었어? 영미: 텐트는 잊었어. 침낭만 잊었어.,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다.,찬영,소희는 뭘 잊었어?,영미,텐트는 잊었어.,침낭만 잊었어.,위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.027216258,\xec\x98,-4.1053414,2,-5.1522164,4,-6.7772164,3,-7.1053414
246,370,Crit21,21,linkedq-acc-negated,linkedq,acc,negated,찬영: 소희는 텐트랑 침낭 중에 뭘 잊었어? 영미: 텐트를 잊었어. 침낭은 안 잊었어. 위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬영: 소희는 텐트랑 침낭 중에 뭘 잊었어? 영미: 텐트를 잊었어. 침낭은 안 잊었어.,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다.,찬영,소희는 텐트랑 침낭 중에 뭘 잊었어?,영미,텐트를 잊었어.,침낭은 안 잊었어.,위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.053563166,\xec\x98,-3.600438,6,-4.928563,이,-5.366063,5,-5.928563
247,371,Crit21,21,linkedq-acc-repeated,linkedq,acc,repeated,찬영: 소희는 텐트랑 침낭 중에 뭘 잊었어? 영미: 텐트를 잊었어. 침낭도 잊었어. 위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬영: 소희는 텐트랑 침낭 중에 뭘 잊었어? 영미: 텐트를 잊었어. 침낭도 잊었어.,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다.,찬영,소희는 텐트랑 침낭 중에 뭘 잊었어?,영미,텐트를 잊었어.,침낭도 잊었어.,위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.07386992,7,-3.44887,4,-4.4801197,3,-5.0269947,5,-5.2301197
248,372,Crit21,21,linkedq-acc-contradictory,linkedq,acc,contradictory,찬영: 소희는 텐트랑 침낭 중에 뭘 잊었어? 영미: 텐트를 잊었어. 침낭만 잊었어. 위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬영: 소희는 텐트랑 침낭 중에 뭘 잊었어? 영미: 텐트를 잊었어. 침낭만 잊었어.,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다.,찬영,소희는 텐트랑 침낭 중에 뭘 잊었어?,영미,텐트를 잊었어.,침낭만 잊었어.,위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.008011986,\xec\x98,-5.617387,3,-6.820512,2,-7.148637,이,-7.586137
249,373,Crit21,21,linkedq-nun-negated,linkedq,nun,negated,찬영: 소희는 텐트랑 침낭 중에 뭘 잊었어? 영미: 텐트는 잊었어. 침낭은 안 잊었어. 위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬영: 소희는 텐트랑 침낭 중에 뭘 잊었어? 영미: 텐트는 잊었어. 침낭은 안 잊었어.,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다.,찬영,소희는 텐트랑 침낭 중에 뭘 잊었어?,영미,텐트는 잊었어.,침낭은 안 잊었어.,위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.010339104,6,-5.6353393,\xec\x98,-5.9009643,5,-6.4634643,4,-7.2447143
250,374,Crit21,21,linkedq-nun-repeated,linkedq,nun,repeated,찬영: 소희는 텐트랑 침낭 중에 뭘 잊었어? 영미: 텐트는 잊었어. 침낭도 잊었어. 위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬영: 소희는 텐트랑 침낭 중에 뭘 잊었어? 영미: 텐트는 잊었어. 침낭도 잊었어.,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다.,찬영,소희는 텐트랑 침낭 중에 뭘 잊었어?,영미,텐트는 잊었어.,침낭도 잊었어.,위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.08201529,7,-2.8007653,4,-5.3632655,3,-5.7695155,\xec\x98,-6.0351405
251,375,Crit21,21,linkedq-nun-contradictory,linkedq,nun,contradictory,찬영: 소희는 텐트랑 침낭 중에 뭘 잊었어? 영미: 텐트는 잊었어. 침낭만 잊었어. 위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,찬영: 소희는 텐트랑 침낭 중에 뭘 잊었어? 영미: 텐트는 잊었어. 침낭만 잊었어.,찬영이는 소희와 영미가 텐트와 침낭을 잊어버리고 가져오지 않았다는 것을 알고 있습니다.,찬영,소희는 텐트랑 침낭 중에 뭘 잊었어?,영미,텐트는 잊었어.,침낭만 잊었어.,위의 대화에서 영미가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,1,-0.01327822,\xec\x98,-4.528903,\xec\xb0,-7.310153,\xec\xb2,-7.372653,대,-8.310153
252,379,Crit22,22,whq-acc-negated,whq,acc,negated,규호는 진우와 선예가 곰 인형과 토끼 인형이 걸린 게임을 했다는 것을 알고 있습니다. 규호: 진우는 뭘 뽑았어? 선예: 곰 인형을 뽑았어. 토끼 인형은 못 뽑았어. 위의 대화에서 선예가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,규호는 진우와 선예가 곰 인형과 토끼 인형이 걸린 게임을 했다는 것을 알고 있습니다. 규호: 진우는 뭘 뽑았어? 선예: 곰 인형을 뽑았어. 토끼 인형은 못 뽑았어.,규호는 진우와 선예가 곰 인형과 토끼 인형이 걸린 게임을 했다는 것을 알고 있습니다.,규호,진우는 뭘 뽑았어?,선예,곰 인형을 뽑았어.,토끼 인형은 못 뽑았어.,위의 대화에서 선예가 첫 번째 답장에 이어 두 번째 답장을 말한 것이 얼마나 적절한지 1과 7 사이의 숫자로 답해 주세요. 1은 '전혀 적절하지 않다'는 것을 뜻하고 7은 '매우 적절하다'는 것을 뜻합니다.,7,-0.45736226,5,-1.8167373,4,-1.8323623,6,-3.3948622,\xec\x84,-5.582362
