,q_id,item_id,scenario_id,condition,qform,marker,continuation,prompt,context,speakerA,qud,speakerB,anchor,target,raw_logprob,normalized_logprob,normalized_surprisal
216,433,Fill1,25,whq-acc-negated,whq,acc,negated,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다. 민규: 종현이는 뭘 읽었어? 지훈: 소설을 읽었어. 잡지는 안 읽었어.,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다.,민규,종현이는 뭘 읽었어?,지훈,소설을 읽었어.,잡지는 안 읽었어.,-85.30532619841607,-12.186475171202297,17.581367295410033
217,434,Fill1,25,whq-acc-repeated,whq,acc,repeated,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다. 민규: 종현이는 뭘 읽었어? 지훈: 소설을 읽었어. 잡지도 읽었어.,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다.,민규,종현이는 뭘 읽었어?,지훈,소설을 읽었어.,잡지도 읽었어.,-82.4809657155025,-13.746827619250418,19.83248003424801
218,435,Fill1,25,whq-acc-contradictory,whq,acc,contradictory,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다. 민규: 종현이는 뭘 읽었어? 지훈: 소설을 읽었어. 잡지만 읽었어.,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다.,민규,종현이는 뭘 읽었어?,지훈,소설을 읽었어.,잡지만 읽었어.,-74.64476654199098,-12.440794423665162,17.9482724197408
219,436,Fill1,25,whq-nun-negated,whq,nun,negated,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다. 민규: 종현이는 뭘 읽었어? 지훈: 소설은 읽었어. 잡지는 안 읽었어.,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다.,민규,종현이는 뭘 읽었어?,지훈,소설은 읽었어.,잡지는 안 읽었어.,-85.56081047922068,-12.222972925602956,17.634022424687448
220,437,Fill1,25,whq-nun-repeated,whq,nun,repeated,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다. 민규: 종현이는 뭘 읽었어? 지훈: 소설은 읽었어. 잡지도 읽었어.,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다.,민규,종현이는 뭘 읽었어?,지훈,소설은 읽었어.,잡지도 읽었어.,-80.09167280659344,-13.34861213443224,19.257976529095632
221,438,Fill1,25,whq-nun-contradictory,whq,nun,contradictory,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다. 민규: 종현이는 뭘 읽었어? 지훈: 소설은 읽었어. 잡지만 읽었어.,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다.,민규,종현이는 뭘 읽었어?,지훈,소설은 읽었어.,잡지만 읽었어.,-72.34083341821105,-12.056805569701842,17.39429360437128
222,439,Fill1,25,whq-zero-negated,whq,zero,negated,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다. 민규: 종현이는 뭘 읽었어? 지훈: 소설 읽었어. 잡지는 안 읽었어.,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다.,민규,종현이는 뭘 읽었어?,지훈,소설 읽었어.,잡지는 안 읽었어.,-85.79646757086506,-12.256638224409295,17.6825911843254
223,440,Fill1,25,whq-zero-repeated,whq,zero,repeated,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다. 민규: 종현이는 뭘 읽었어? 지훈: 소설 읽었어. 잡지도 읽었어.,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다.,민규,종현이는 뭘 읽었어?,지훈,소설 읽었어.,잡지도 읽었어.,-82.07335201308486,-13.67889200218081,19.73446965640196
224,441,Fill1,25,whq-zero-contradictory,whq,zero,contradictory,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다. 민규: 종현이는 뭘 읽었어? 지훈: 소설 읽었어. 잡지만 읽었어.,민규는 종현이와 지훈이가 소설과 잡지를 읽기로 했다는 것을 알고 있습니다.,민규,종현이는 뭘 읽었어?,지훈,소설 읽었어.,잡지만 읽었어.,-74.7140276429619,-12.45233794049365,17.964926194223676
225,451,Fill2,26,whq-acc-negated,whq,acc,negated,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다. 주환: 영민이는 뭘 가르쳤어? 새롬: 일본어를 가르쳤어. 중국어는 안 가르쳤어.,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다.,주환,영민이는 뭘 가르쳤어?,새롬,일본어를 가르쳤어.,중국어는 안 가르쳤어.,-76.82634608543107,-12.804391014238512,18.472831417845104
226,452,Fill2,26,whq-acc-repeated,whq,acc,repeated,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다. 주환: 영민이는 뭘 가르쳤어? 새롬: 일본어를 가르쳤어. 중국어도 가르쳤어.,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다.,주환,영민이는 뭘 가르쳤어?,새롬,일본어를 가르쳤어.,중국어도 가르쳤어.,-69.76132934063136,-13.952265868126272,20.12886477711012
227,453,Fill2,26,whq-acc-contradictory,whq,acc,contradictory,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다. 주환: 영민이는 뭘 가르쳤어? 새롬: 일본어를 가르쳤어. 중국어만 가르쳤어.,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다.,주환,영민이는 뭘 가르쳤어?,새롬,일본어를 가르쳤어.,중국어만 가르쳤어.,-63.36920782223439,-12.673841564446878,18.28448837403993
228,454,Fill2,26,whq-nun-negated,whq,nun,negated,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다. 주환: 영민이는 뭘 가르쳤어? 새롬: 일본어는 가르쳤어. 중국어는 안 가르쳤어.,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다.,주환,영민이는 뭘 가르쳤어?,새롬,일본어는 가르쳤어.,중국어는 안 가르쳤어.,-76.54816332993589,-12.75802722165598,18.40594260420948
229,455,Fill2,26,whq-nun-repeated,whq,nun,repeated,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다. 주환: 영민이는 뭘 가르쳤어? 새롬: 일본어는 가르쳤어. 중국어도 가르쳤어.,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다.,주환,영민이는 뭘 가르쳤어?,새롬,일본어는 가르쳤어.,중국어도 가르쳤어.,-69.05676617568807,-13.811353235137611,19.925570820298777
230,456,Fill2,26,whq-nun-contradictory,whq,nun,contradictory,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다. 주환: 영민이는 뭘 가르쳤어? 새롬: 일본어는 가르쳤어. 중국어만 가르쳤어.,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다.,주환,영민이는 뭘 가르쳤어?,새롬,일본어는 가르쳤어.,중국어만 가르쳤어.,-62.18552689016506,-12.437105378033012,17.94295025190168
231,457,Fill2,26,whq-zero-negated,whq,zero,negated,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다. 주환: 영민이는 뭘 가르쳤어? 새롬: 일본어 가르쳤어. 중국어는 안 가르쳤어.,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다.,주환,영민이는 뭘 가르쳤어?,새롬,일본어 가르쳤어.,중국어는 안 가르쳤어.,-76.45971869603437,-12.74328644933906,18.38467616508899
232,458,Fill2,26,whq-zero-repeated,whq,zero,repeated,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다. 주환: 영민이는 뭘 가르쳤어? 새롬: 일본어 가르쳤어. 중국어도 가르쳤어.,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다.,주환,영민이는 뭘 가르쳤어?,새롬,일본어 가르쳤어.,중국어도 가르쳤어.,-69.29179928557862,-13.858359857115724,19.99338704071554
233,459,Fill2,26,whq-zero-contradictory,whq,zero,contradictory,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다. 주환: 영민이는 뭘 가르쳤어? 새롬: 일본어 가르쳤어. 중국어만 가르쳤어.,주환이는 영민이와 새롬이가 일본어와 중국어를 가르치기로 했다는 것을 알고 있습니다.,주환,영민이는 뭘 가르쳤어?,새롬,일본어 가르쳤어.,중국어만 가르쳤어.,-62.745552156999615,-12.549110431399924,18.10453938694863
234,469,Fill3,27,whq-acc-negated,whq,acc,negated,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복을 입었어. 반바지는 안 입었어.,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다.,소윤,미영이는 뭘 입었어?,민정,수영복을 입었어.,반바지는 안 입었어.,-82.21133747557253,-11.744476782224648,16.943698411551072
235,470,Fill3,27,whq-acc-repeated,whq,acc,repeated,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복을 입었어. 반바지도 입었어.,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다.,소윤,미영이는 뭘 입었어?,민정,수영복을 입었어.,반바지도 입었어.,-87.98203299010038,-12.568861855728626,18.133034668878143
236,471,Fill3,27,whq-acc-contradictory,whq,acc,contradictory,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복을 입었어. 반바지만 입었어.,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다.,소윤,미영이는 뭘 입었어?,민정,수영복을 입었어.,반바지만 입었어.,-84.32620861490113,-12.046601230700162,17.379571855098007
237,472,Fill3,27,whq-nun-negated,whq,nun,negated,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복은 입었어. 반바지는 안 입었어.,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다.,소윤,미영이는 뭘 입었어?,민정,수영복은 입었어.,반바지는 안 입었어.,-82.763174167895,-11.823310595413572,17.057431562893097
238,473,Fill3,27,whq-nun-repeated,whq,nun,repeated,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복은 입었어. 반바지도 입었어.,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다.,소윤,미영이는 뭘 입었어?,민정,수영복은 입었어.,반바지도 입었어.,-87.8225723976079,-12.546081771086843,18.10016995373441
239,474,Fill3,27,whq-nun-contradictory,whq,nun,contradictory,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복은 입었어. 반바지만 입었어.,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다.,소윤,미영이는 뭘 입었어?,민정,수영복은 입었어.,반바지만 입었어.,-82.6714775824565,-11.810211083208072,17.038532961596157
240,475,Fill3,27,whq-zero-negated,whq,zero,negated,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복 입었어. 반바지는 안 입었어.,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다.,소윤,미영이는 뭘 입었어?,민정,수영복 입었어.,반바지는 안 입었어.,-81.70549503599598,-11.672213576570854,16.839444643115602
241,476,Fill3,27,whq-zero-repeated,whq,zero,repeated,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복 입었어. 반바지도 입었어.,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다.,소윤,미영이는 뭘 입었어?,민정,수영복 입었어.,반바지도 입었어.,-88.33109011870965,-12.618727159815665,18.20497509579693
242,477,Fill3,27,whq-zero-contradictory,whq,zero,contradictory,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다. 소윤: 미영이는 뭘 입었어? 민정: 수영복 입었어. 반바지만 입었어.,소윤이는 미영이와 민정이가 수영복과 반바지를 입을 수 있었다는 것을 알고 있습니다.,소윤,미영이는 뭘 입었어?,민정,수영복 입었어.,반바지만 입었어.,-84.71540946679286,-12.10220135239898,17.459785874945716
243,487,Fill4,28,whq-acc-negated,whq,acc,negated,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다. 수정: 재호는 뭘 날랐어? 승윤: 식재료를 날랐어. 음식은 안 날랐어.,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다.,수정,재호는 뭘 날랐어?,승윤,식재료를 날랐어.,음식은 안 날랐어.,-86.31048979176411,-12.330069970252016,17.788530799896513
244,488,Fill4,28,whq-acc-repeated,whq,acc,repeated,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다. 수정: 재호는 뭘 날랐어? 승윤: 식재료를 날랐어. 음식도 날랐어.,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다.,수정,재호는 뭘 날랐어?,승윤,식재료를 날랐어.,음식도 날랐어.,-74.57761355790475,-12.429602259650792,17.93212554022045
245,489,Fill4,28,whq-acc-contradictory,whq,acc,contradictory,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다. 수정: 재호는 뭘 날랐어? 승윤: 식재료를 날랐어. 음식만 날랐어.,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다.,수정,재호는 뭘 날랐어?,승윤,식재료를 날랐어.,음식만 날랐어.,-71.35353432229728,-11.89225572038288,17.156898352779788
246,490,Fill4,28,whq-nun-negated,whq,nun,negated,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다. 수정: 재호는 뭘 날랐어? 승윤: 식재료는 날랐어. 음식은 안 날랐어.,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다.,수정,재호는 뭘 날랐어?,승윤,식재료는 날랐어.,음식은 안 날랐어.,-86.8295459337281,-12.404220847675443,17.895507903032854
247,491,Fill4,28,whq-nun-repeated,whq,nun,repeated,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다. 수정: 재호는 뭘 날랐어? 승윤: 식재료는 날랐어. 음식도 날랐어.,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다.,수정,재호는 뭘 날랐어?,승윤,식재료는 날랐어.,음식도 날랐어.,-74.23959088144075,-12.37326514690679,17.85084826704668
248,492,Fill4,28,whq-nun-contradictory,whq,nun,contradictory,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다. 수정: 재호는 뭘 날랐어? 승윤: 식재료는 날랐어. 음식만 날랐어.,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다.,수정,재호는 뭘 날랐어?,승윤,식재료는 날랐어.,음식만 날랐어.,-71.02323180883758,-11.83720530147293,17.07747738641954
249,493,Fill4,28,whq-zero-negated,whq,zero,negated,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다. 수정: 재호는 뭘 날랐어? 승윤: 식재료 날랐어. 음식은 안 날랐어.,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다.,수정,재호는 뭘 날랐어?,승윤,식재료 날랐어.,음식은 안 날랐어.,-85.4313233129588,-12.204474758994111,17.607335211455332
250,494,Fill4,28,whq-zero-repeated,whq,zero,repeated,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다. 수정: 재호는 뭘 날랐어? 승윤: 식재료 날랐어. 음식도 날랐어.,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다.,수정,재호는 뭘 날랐어?,승윤,식재료 날랐어.,음식도 날랐어.,-73.89499563488457,-12.315832605814094,17.767990624826595
251,495,Fill4,28,whq-zero-contradictory,whq,zero,contradictory,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다. 수정: 재호는 뭘 날랐어? 승윤: 식재료 날랐어. 음식만 날랐어.,수정이는 재호와 승윤이가 식재료와 음식을 날라야 했다는 것을 알고 있습니다.,수정,재호는 뭘 날랐어?,승윤,식재료 날랐어.,음식만 날랐어.,-71.1794626416597,-11.86324377360995,17.115042961043947
252,505,Fill5,29,whq-acc-negated,whq,acc,negated,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다. 이준: 형수는 뭘 썼어? 도윤: 드라이버를 썼어. 드릴은 안 썼어.,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다.,이준,형수는 뭘 썼어?,도윤,드라이버를 썼어.,드릴은 안 썼어.,-74.10272823289738,-12.350454705482896,17.817939756323938
253,506,Fill5,29,whq-acc-repeated,whq,acc,repeated,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다. 이준: 형수는 뭘 썼어? 도윤: 드라이버를 썼어. 드릴도 썼어.,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다.,이준,형수는 뭘 썼어?,도윤,드라이버를 썼어.,드릴도 썼어.,-61.41075435202341,-12.28215087040468,17.7193981521829
254,507,Fill5,29,whq-acc-contradictory,whq,acc,contradictory,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다. 이준: 형수는 뭘 썼어? 도윤: 드라이버를 썼어. 드릴만 썼어.,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다.,이준,형수는 뭘 썼어?,도윤,드라이버를 썼어.,드릴만 썼어.,-60.38628169036692,-12.077256338073385,17.423797826483273
255,508,Fill5,29,whq-nun-negated,whq,nun,negated,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다. 이준: 형수는 뭘 썼어? 도윤: 드라이버는 썼어. 드릴은 안 썼어.,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다.,이준,형수는 뭘 썼어?,도윤,드라이버는 썼어.,드릴은 안 썼어.,-74.38210750353909,-12.397017917256514,17.8851162710376
256,509,Fill5,29,whq-nun-repeated,whq,nun,repeated,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다. 이준: 형수는 뭘 썼어? 도윤: 드라이버는 썼어. 드릴도 썼어.,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다.,이준,형수는 뭘 썼어?,도윤,드라이버는 썼어.,드릴도 썼어.,-61.52194997509841,-12.30438999501968,17.751482426978672
257,510,Fill5,29,whq-nun-contradictory,whq,nun,contradictory,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다. 이준: 형수는 뭘 썼어? 도윤: 드라이버는 썼어. 드릴만 썼어.,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다.,이준,형수는 뭘 썼어?,도윤,드라이버는 썼어.,드릴만 썼어.,-61.95363370841213,-12.390726741682425,17.876040023235497
258,511,Fill5,29,whq-zero-negated,whq,zero,negated,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다. 이준: 형수는 뭘 썼어? 도윤: 드라이버 썼어. 드릴은 안 썼어.,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다.,이준,형수는 뭘 썼어?,도윤,드라이버 썼어.,드릴은 안 썼어.,-73.47895956957419,-12.246493261595695,17.66795509678422
259,512,Fill5,29,whq-zero-repeated,whq,zero,repeated,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다. 이준: 형수는 뭘 썼어? 도윤: 드라이버 썼어. 드릴도 썼어.,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다.,이준,형수는 뭘 썼어?,도윤,드라이버 썼어.,드릴도 썼어.,-60.59748022272142,-12.119496044544285,17.484736841537448
260,513,Fill5,29,whq-zero-contradictory,whq,zero,contradictory,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다. 이준: 형수는 뭘 썼어? 도윤: 드라이버 썼어. 드릴만 썼어.,이준이는 형수와 도윤이가 드라이버와 드릴을 쓸 수 있었다는 것을 알고 있습니다.,이준,형수는 뭘 썼어?,도윤,드라이버 썼어.,드릴만 썼어.,-59.57164259817998,-11.914328519635996,17.188742670800796
261,523,Fill6,30,whq-acc-negated,whq,acc,negated,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다. 혜령: 도완이는 뭘 배웠어? 하솔: 초상화를 배웠어. 풍경화는 안 배웠어.,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다.,혜령,도완이는 뭘 배웠어?,하솔,초상화를 배웠어.,풍경화는 안 배웠어.,-89.89495848735358,-12.842136926764796,18.527287258660603
262,524,Fill6,30,whq-acc-repeated,whq,acc,repeated,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다. 혜령: 도완이는 뭘 배웠어? 하솔: 초상화를 배웠어. 풍경화도 배웠어.,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다.,혜령,도완이는 뭘 배웠어?,하솔,초상화를 배웠어.,풍경화도 배웠어.,-76.74936845345022,-12.79156140890837,18.45432220985875
263,525,Fill6,30,whq-acc-contradictory,whq,acc,contradictory,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다. 혜령: 도완이는 뭘 배웠어? 하솔: 초상화를 배웠어. 풍경화만 배웠어.,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다.,혜령,도완이는 뭘 배웠어?,하솔,초상화를 배웠어.,풍경화만 배웠어.,-75.17738286463621,-12.529563810772702,18.0763395743036
264,526,Fill6,30,whq-nun-negated,whq,nun,negated,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다. 혜령: 도완이는 뭘 배웠어? 하솔: 초상화는 배웠어. 풍경화는 안 배웠어.,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다.,혜령,도완이는 뭘 배웠어?,하솔,초상화는 배웠어.,풍경화는 안 배웠어.,-91.13397594225415,-13.019139420322023,18.7826478783406
265,527,Fill6,30,whq-nun-repeated,whq,nun,repeated,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다. 혜령: 도완이는 뭘 배웠어? 하솔: 초상화는 배웠어. 풍경화도 배웠어.,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다.,혜령,도완이는 뭘 배웠어?,하솔,초상화는 배웠어.,풍경화도 배웠어.,-77.33332830756096,-12.88888805126016,18.59473487412605
266,528,Fill6,30,whq-nun-contradictory,whq,nun,contradictory,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다. 혜령: 도완이는 뭘 배웠어? 하솔: 초상화는 배웠어. 풍경화만 배웠어.,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다.,혜령,도완이는 뭘 배웠어?,하솔,초상화는 배웠어.,풍경화만 배웠어.,-75.52631418055829,-12.587719030093048,18.160239820818877
267,529,Fill6,30,whq-zero-negated,whq,zero,negated,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다. 혜령: 도완이는 뭘 배웠어? 하솔: 초상화 배웠어. 풍경화는 안 배웠어.,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다.,혜령,도완이는 뭘 배웠어?,하솔,초상화 배웠어.,풍경화는 안 배웠어.,-90.21940608150442,-12.88848658307206,18.594155677962004
268,530,Fill6,30,whq-zero-repeated,whq,zero,repeated,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다. 혜령: 도완이는 뭘 배웠어? 하솔: 초상화 배웠어. 풍경화도 배웠어.,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다.,혜령,도완이는 뭘 배웠어?,하솔,초상화 배웠어.,풍경화도 배웠어.,-76.31814225053571,-12.719690375089286,18.350634225784397
269,531,Fill6,30,whq-zero-contradictory,whq,zero,contradictory,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다. 혜령: 도완이는 뭘 배웠어? 하솔: 초상화 배웠어. 풍경화만 배웠어.,혜령이는 도완이와 하솔이가 초상화와 풍경화를 배울 수 있었다는 것을 알고 있습니다.,혜령,도완이는 뭘 배웠어?,하솔,초상화 배웠어.,풍경화만 배웠어.,-75.26228460984368,-12.543714101640612,18.09675412876587
270,541,Fill7,31,whq-acc-negated,whq,acc,negated,도경이는 재현이와 예지가 페트병과 유리병을 모으기로 했다는 것을 알고 있습니다. 도경: 재현이는 뭘 모았어? 예지: 페트병을 모았어. 유리병은 안 모았어.,도경이는 재현이와 예지가 페트병과 유리병을 모으기로 했다는 것을 알고 있습니다.,도경,재현이는 뭘 모았어?,예지,페트병을 모았어.,유리병은 안 모았어.,-87.74423250374856,-12.534890357678366,18.084024157109464
271,542,Fill7,31,whq-acc-repeated,whq,acc,repeated,도경이는 재현이와 예지가 페트병과 유리병을 모으기로 했다는 것을 알고 있습니다. 도경: 재현이는 뭘 모았어? 예지: 페트병을 모았어. 유리병도 모았어.,도경이는 재현이와 예지가 페트병과 유리병을 모으기로 했다는 것을 알고 있습니다.,도경,재현이는 뭘 모았어?,예지,페트병을 모았어.,유리병도 모았어.,-75.47427591473111,-12.579045985788518,18.14772726281132
272,543,Fill7,31,whq-acc-contradictory,whq,acc,contradictory,도경이는 재현이와 예지가 페트병과 유리병을 모으기로 했다는 것을 알고 있습니다. 도경: 재현이는 뭘 모았어? 예지: 페트병을 모았어. 유리병만 모았어.,도경이는 재현이와 예지가 페트병과 유리병을 모으기로 했다는 것을 알고 있습니다.,도경,재현이는 뭘 모았어?,예지,페트병을 모았어.,유리병만 모았어.,-74.96931960578766,-12.49488660096461,18.0263109356816
