Unnamed: 0,q_id,item_id,scenario_id,condition,qform,ws,prompt_no_ws,prompt_ws,ws_description,speakerA,qud,speakerB,acc_response,null_response,nun_response,verbatim_response,vb_one_response,vb_both_response,acc_no_ws,acc_ws,null_no_ws,null_ws,nun_no_ws,nun_ws,verbatim_no_ws,verbatim_ws,vb_one_no_ws,vb_one_ws,vb_both_no_ws,vb_both_ws,acc_no_ws_logprob,acc_ws_logprob,null_no_ws_logprob,null_ws_logprob,nun_no_ws_logprob,nun_ws_logprob,verbatim_no_ws_logprob,verbatim_ws_logprob,vb_one_no_ws_logprob,vb_one_ws_logprob,vb_both_no_ws_logprob,vb_both_ws_logprob
296,297,Crit38,38,WhQ-One,WhQ,One,재경: 가람이는 뭘 닦았어? 은아: ,은아는 가람이가 창문과 바닥 중에 창문만 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: ,은아는 가람이가 창문과 바닥 중에 창문만 닦았다고 답하려고 합니다.,재경,가람이는 뭘 닦았어?,은아,창문을 닦았어.,창문 닦았어.,창문은 닦았어.,창문만 닦았어.,창문만 닦았어.,창문이랑 바닥을 둘 다 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문을 닦았어.,은아는 가람이가 창문과 바닥 중에 창문만 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문을 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문 닦았어.,은아는 가람이가 창문과 바닥 중에 창문만 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문은 닦았어.,은아는 가람이가 창문과 바닥 중에 창문만 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문은 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문만 닦았어.,은아는 가람이가 창문과 바닥 중에 창문만 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문만 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문만 닦았어.,은아는 가람이가 창문과 바닥 중에 창문만 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문만 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문이랑 바닥을 둘 다 닦았어.,은아는 가람이가 창문과 바닥 중에 창문만 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문이랑 바닥을 둘 다 닦았어.,-12.219321911307755,-11.483159430524594,-11.795812040647462,-11.05283372096324,-11.109186605068116,-10.78476266582725,-11.974019535595914,-11.45117656850509,-11.974019535595914,-11.45117656850509,-10.527810087155595,-10.766258334720597
297,298,Crit38,38,WhQ-Both,WhQ,Both,재경: 가람이는 뭘 닦았어? 은아: ,은아는 가람이가 창문과 바닥을 둘 다 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: ,은아는 가람이가 창문과 바닥을 둘 다 닦았다고 답하려고 합니다.,재경,가람이는 뭘 닦았어?,은아,창문을 닦았어.,창문 닦았어.,창문은 닦았어.,창문이랑 바닥을 둘 다 닦았어.,창문만 닦았어.,창문이랑 바닥을 둘 다 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문을 닦았어.,은아는 가람이가 창문과 바닥을 둘 다 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문을 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문 닦았어.,은아는 가람이가 창문과 바닥을 둘 다 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문은 닦았어.,은아는 가람이가 창문과 바닥을 둘 다 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문은 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문이랑 바닥을 둘 다 닦았어.,은아는 가람이가 창문과 바닥을 둘 다 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문이랑 바닥을 둘 다 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문만 닦았어.,은아는 가람이가 창문과 바닥을 둘 다 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문만 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문이랑 바닥을 둘 다 닦았어.,은아는 가람이가 창문과 바닥을 둘 다 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문이랑 바닥을 둘 다 닦았어.,-12.219321911307755,-11.650931473810958,-11.795812040647462,-11.341705911238105,-11.109186605068116,-10.750636866315247,-10.527810087155595,-10.616255944820608,-11.974019535595914,-11.6418425768465,-10.527810087155595,-10.616255944820608
304,305,Crit39,39,WhQ-One,WhQ,One,도영: 채원이는 뭘 썼어? 덕환: ,덕환이는 채원이가 모자와 선글라스 중에 모자만 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: ,덕환이는 채원이가 모자와 선글라스 중에 모자만 썼다고 답하려고 합니다.,도영,채원이는 뭘 썼어?,덕환,모자를 썼어.,모자 썼어.,모자는 썼어.,모자만 썼어.,모자만 썼어.,모자랑 선글라스를 둘 다 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자를 썼어.,덕환이는 채원이가 모자와 선글라스 중에 모자만 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자를 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자 썼어.,덕환이는 채원이가 모자와 선글라스 중에 모자만 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자는 썼어.,덕환이는 채원이가 모자와 선글라스 중에 모자만 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자는 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자만 썼어.,덕환이는 채원이가 모자와 선글라스 중에 모자만 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자만 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자만 썼어.,덕환이는 채원이가 모자와 선글라스 중에 모자만 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자만 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자랑 선글라스를 둘 다 썼어.,덕환이는 채원이가 모자와 선글라스 중에 모자만 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자랑 선글라스를 둘 다 썼어.,-11.113916715949191,-12.04561907815264,-10.838222159136384,-11.415691018245834,-11.94373048760494,-13.640103955665175,-11.681694355071391,-12.0903882495544,-11.681694355071391,-12.0903882495544,-10.339223464606016,-11.386214091658925
305,306,Crit39,39,WhQ-Both,WhQ,Both,도영: 채원이는 뭘 썼어? 덕환: ,덕환이는 채원이가 모자와 선글라스를 둘 다 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: ,덕환이는 채원이가 모자와 선글라스를 둘 다 썼다고 답하려고 합니다.,도영,채원이는 뭘 썼어?,덕환,모자를 썼어.,모자 썼어.,모자는 썼어.,모자랑 선글라스를 둘 다 썼어.,모자만 썼어.,모자랑 선글라스를 둘 다 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자를 썼어.,덕환이는 채원이가 모자와 선글라스를 둘 다 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자를 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자 썼어.,덕환이는 채원이가 모자와 선글라스를 둘 다 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자는 썼어.,덕환이는 채원이가 모자와 선글라스를 둘 다 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자는 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자랑 선글라스를 둘 다 썼어.,덕환이는 채원이가 모자와 선글라스를 둘 다 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자랑 선글라스를 둘 다 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자만 썼어.,덕환이는 채원이가 모자와 선글라스를 둘 다 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자만 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자랑 선글라스를 둘 다 썼어.,덕환이는 채원이가 모자와 선글라스를 둘 다 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자랑 선글라스를 둘 다 썼어.,-11.113916715949191,-12.09323300906737,-10.838222159136384,-11.59123505534065,-11.94373048760494,-13.70041495265294,-10.339223464606016,-11.5097685335085,-11.681694355071391,-12.117144996091012,-10.339223464606016,-11.5097685335085
312,313,Crit40,40,WhQ-One,WhQ,One,예진: 다은이는 뭘 골랐어? 수연: ,수연이는 다은이가 피자와 음료수 중에 피자만 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: ,수연이는 다은이가 피자와 음료수 중에 피자만 골랐다고 답하려고 합니다.,예진,다은이는 뭘 골랐어?,수연,피자를 골랐어.,피자 골랐어.,피자는 골랐어.,피자만 골랐어.,피자만 골랐어.,피자랑 음료수를 둘 다 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자를 골랐어.,수연이는 다은이가 피자와 음료수 중에 피자만 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자를 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자 골랐어.,수연이는 다은이가 피자와 음료수 중에 피자만 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자는 골랐어.,수연이는 다은이가 피자와 음료수 중에 피자만 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자는 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자만 골랐어.,수연이는 다은이가 피자와 음료수 중에 피자만 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자만 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자만 골랐어.,수연이는 다은이가 피자와 음료수 중에 피자만 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자만 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자랑 음료수를 둘 다 골랐어.,수연이는 다은이가 피자와 음료수 중에 피자만 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자랑 음료수를 둘 다 골랐어.,-12.525933756789591,-12.129960273940972,-12.103941598636686,-11.582297512153534,-14.00843693913388,-13.519912454472491,-11.831925847309,-11.873338166954143,-11.831925847309,-11.873338166954143,-10.888591285377556,-10.998098527017651
313,314,Crit40,40,WhQ-Both,WhQ,Both,예진: 다은이는 뭘 골랐어? 수연: ,수연이는 다은이가 피자와 음료수를 둘 다 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: ,수연이는 다은이가 피자와 음료수를 둘 다 골랐다고 답하려고 합니다.,예진,다은이는 뭘 골랐어?,수연,피자를 골랐어.,피자 골랐어.,피자는 골랐어.,피자랑 음료수를 둘 다 골랐어.,피자만 골랐어.,피자랑 음료수를 둘 다 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자를 골랐어.,수연이는 다은이가 피자와 음료수를 둘 다 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자를 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자 골랐어.,수연이는 다은이가 피자와 음료수를 둘 다 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자는 골랐어.,수연이는 다은이가 피자와 음료수를 둘 다 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자는 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자랑 음료수를 둘 다 골랐어.,수연이는 다은이가 피자와 음료수를 둘 다 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자랑 음료수를 둘 다 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자만 골랐어.,수연이는 다은이가 피자와 음료수를 둘 다 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자만 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자랑 음료수를 둘 다 골랐어.,수연이는 다은이가 피자와 음료수를 둘 다 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자랑 음료수를 둘 다 골랐어.,-12.28744876951165,-12.304758137184374,-11.850698744397665,-11.750661047535276,-13.602959740767982,-13.681504685817506,-10.700624664081875,-11.170847636935624,-11.566126605734503,-12.091439749243944,-10.700624664081875,-11.170847636935624
320,321,Crit41,41,WhQ-One,WhQ,One,은빈: 상호는 뭘 심었어? 윤석: ,윤석이는 상호가 장미와 국화 중에 장미만 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: ,윤석이는 상호가 장미와 국화 중에 장미만 심었다고 답하려고 합니다.,은빈,상호는 뭘 심었어?,윤석,장미를 심었어.,장미 심었어.,장미는 심었어.,장미만 심었어.,장미만 심었어.,장미랑 국화를 둘 다 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미를 심었어.,윤석이는 상호가 장미와 국화 중에 장미만 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미를 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미 심었어.,윤석이는 상호가 장미와 국화 중에 장미만 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미는 심었어.,윤석이는 상호가 장미와 국화 중에 장미만 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미는 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미만 심었어.,윤석이는 상호가 장미와 국화 중에 장미만 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미만 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미만 심었어.,윤석이는 상호가 장미와 국화 중에 장미만 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미만 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미랑 국화를 둘 다 심었어.,윤석이는 상호가 장미와 국화 중에 장미만 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미랑 국화를 둘 다 심었어.,-11.1720636424028,-11.602178610258074,-10.8452818822325,-11.13524349218429,-10.658778246052652,-11.090273606547592,-10.816520916412609,-11.543222924217766,-10.816520916412609,-11.543222924217766,-10.36263149237431,-10.953488395754114
321,322,Crit41,41,WhQ-Both,WhQ,Both,은빈: 상호는 뭘 심었어? 윤석: ,윤석이는 상호가 장미와 국화를 둘 다 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: ,윤석이는 상호가 장미와 국화를 둘 다 심었다고 답하려고 합니다.,은빈,상호는 뭘 심었어?,윤석,장미를 심었어.,장미 심었어.,장미는 심었어.,장미랑 국화를 둘 다 심었어.,장미만 심었어.,장미랑 국화를 둘 다 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미를 심었어.,윤석이는 상호가 장미와 국화를 둘 다 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미를 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미 심었어.,윤석이는 상호가 장미와 국화를 둘 다 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미는 심었어.,윤석이는 상호가 장미와 국화를 둘 다 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미는 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미랑 국화를 둘 다 심었어.,윤석이는 상호가 장미와 국화를 둘 다 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미랑 국화를 둘 다 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미만 심었어.,윤석이는 상호가 장미와 국화를 둘 다 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미만 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미랑 국화를 둘 다 심었어.,윤석이는 상호가 장미와 국화를 둘 다 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미랑 국화를 둘 다 심었어.,-11.1720636424028,-11.727366367868512,-10.8452818822325,-11.25259409864518,-10.658778246052652,-11.010022679538302,-10.36263149237431,-11.247245982610854,-10.816520916412609,-11.647197257791705,-10.36263149237431,-11.247245982610854
328,329,Crit42,42,WhQ-One,WhQ,One,보람: 동현이는 뭘 빚었어? 연아: ,연아는 동현이가 송편과 만두 중에 송편만 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: ,연아는 동현이가 송편과 만두 중에 송편만 빚었다고 답하려고 합니다.,보람,동현이는 뭘 빚었어?,연아,송편을 빚었어.,송편 빚었어.,송편은 빚었어.,송편만 빚었어.,송편만 빚었어.,송편이랑 만두를 둘 다 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편을 빚었어.,연아는 동현이가 송편과 만두 중에 송편만 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편을 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편 빚었어.,연아는 동현이가 송편과 만두 중에 송편만 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편은 빚었어.,연아는 동현이가 송편과 만두 중에 송편만 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편은 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편만 빚었어.,연아는 동현이가 송편과 만두 중에 송편만 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편만 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편만 빚었어.,연아는 동현이가 송편과 만두 중에 송편만 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편만 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편이랑 만두를 둘 다 빚었어.,연아는 동현이가 송편과 만두 중에 송편만 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편이랑 만두를 둘 다 빚었어.,-12.953618554623654,-14.083775200971932,-12.166513276136897,-13.537159165864525,-11.993407769563005,-13.371288245244784,-12.14101653069655,-13.723679895475671,-12.14101653069655,-13.723679895475671,-11.594557773283846,-12.40705458873133
329,330,Crit42,42,WhQ-Both,WhQ,Both,보람: 동현이는 뭘 빚었어? 연아: ,연아는 동현이가 송편과 만두를 둘 다 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: ,연아는 동현이가 송편과 만두를 둘 다 빚었다고 답하려고 합니다.,보람,동현이는 뭘 빚었어?,연아,송편을 빚었어.,송편 빚었어.,송편은 빚었어.,송편이랑 만두를 둘 다 빚었어.,송편만 빚었어.,송편이랑 만두를 둘 다 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편을 빚었어.,연아는 동현이가 송편과 만두를 둘 다 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편을 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편 빚었어.,연아는 동현이가 송편과 만두를 둘 다 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편은 빚었어.,연아는 동현이가 송편과 만두를 둘 다 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편은 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편이랑 만두를 둘 다 빚었어.,연아는 동현이가 송편과 만두를 둘 다 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편이랑 만두를 둘 다 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편만 빚었어.,연아는 동현이가 송편과 만두를 둘 다 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편만 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편이랑 만두를 둘 다 빚었어.,연아는 동현이가 송편과 만두를 둘 다 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편이랑 만두를 둘 다 빚었어.,-12.953618554623654,-14.033636604318742,-12.166513276136897,-13.582748194571783,-11.993407769563005,-13.36472285894057,-11.594557773283846,-12.654746190598669,-12.14101653069655,-13.640972038365405,-11.594557773283846,-12.654746190598669
336,337,Crit43,43,WhQ-One,WhQ,One,아름: 호섭이는 뭘 담갔어? 석현: ,석현이는 호섭이가 배추김치와 깍두기 중에 배추김치만 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: ,석현이는 호섭이가 배추김치와 깍두기 중에 배추김치만 담갔다고 답하려고 합니다.,아름,호섭이는 뭘 담갔어?,석현,배추김치를 담갔어.,배추김치 담갔어.,배추김치는 담갔어.,배추김치만 담갔어.,배추김치만 담갔어.,배추김치랑 깍두기를 둘 다 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치를 담갔어.,석현이는 호섭이가 배추김치와 깍두기 중에 배추김치만 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치를 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치 담갔어.,석현이는 호섭이가 배추김치와 깍두기 중에 배추김치만 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치는 담갔어.,석현이는 호섭이가 배추김치와 깍두기 중에 배추김치만 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치는 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치만 담갔어.,석현이는 호섭이가 배추김치와 깍두기 중에 배추김치만 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치만 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치만 담갔어.,석현이는 호섭이가 배추김치와 깍두기 중에 배추김치만 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치만 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치랑 깍두기를 둘 다 담갔어.,석현이는 호섭이가 배추김치와 깍두기 중에 배추김치만 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치랑 깍두기를 둘 다 담갔어.,-10.905783171011974,-11.79295941154614,-10.52477872062514,-11.33589913619217,-10.408822673019062,-11.203778918640667,-10.687789900295284,-11.661470171159069,-10.687789900295284,-11.661470171159069,-10.964761092727349,-11.74373356024303
337,338,Crit43,43,WhQ-Both,WhQ,Both,아름: 호섭이는 뭘 담갔어? 석현: ,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: ,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다.,아름,호섭이는 뭘 담갔어?,석현,배추김치를 담갔어.,배추김치 담갔어.,배추김치는 담갔어.,배추김치랑 깍두기를 둘 다 담갔어.,배추김치만 담갔어.,배추김치랑 깍두기를 둘 다 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치를 담갔어.,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치를 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치 담갔어.,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치는 담갔어.,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치는 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치랑 깍두기를 둘 다 담갔어.,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치랑 깍두기를 둘 다 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치만 담갔어.,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치만 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치랑 깍두기를 둘 다 담갔어.,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치랑 깍두기를 둘 다 담갔어.,-10.905783171011974,-11.810626600532064,-10.52477872062514,-11.401630121364718,-10.408822673019062,-11.267121945305982,-10.964761092727349,-11.795268278574495,-10.687789900295284,-11.86898398269519,-10.964761092727349,-11.795268278574495
344,345,Crit44,44,WhQ-One,WhQ,One,찬미: 종석이는 뭘 짰어? 현경: ,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 뭘 짰어? 현경: ,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다.,찬미,종석이는 뭘 짰어?,현경,목도리를 짰어.,목도리 짰어.,목도리는 짰어.,목도리만 짰어.,목도리만 짰어.,목도리랑 스웨터를 둘 다 짰어.,찬미: 종석이는 뭘 짰어? 현경: 목도리를 짰어.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리를 짰어.,찬미: 종석이는 뭘 짰어? 현경: 목도리 짰어.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리 짰어.,찬미: 종석이는 뭘 짰어? 현경: 목도리는 짰어.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리는 짰어.,찬미: 종석이는 뭘 짰어? 현경: 목도리만 짰어.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리만 짰어.,찬미: 종석이는 뭘 짰어? 현경: 목도리만 짰어.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리만 짰어.,찬미: 종석이는 뭘 짰어? 현경: 목도리랑 스웨터를 둘 다 짰어.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리랑 스웨터를 둘 다 짰어.,-13.604978161180671,-14.523370309925845,-13.275002716177474,-13.950559889859685,-13.063992662040084,-13.972402221745478,-13.358558310963804,-14.242929752967312,-13.358558310963804,-14.242929752967312,-12.832931688609175,-13.564854839296524
