,q_id,item_id,scenario_id,condition,qform,ws,prompt_no_ws,prompt_ws,ws_description,speakerA,qud,speakerB,acc_response,null_response,nun_response,verbatim_response,vb_one_response,vb_both_response,acc_no_ws,acc_ws,null_no_ws,null_ws,nun_no_ws,nun_ws,verbatim_no_ws,verbatim_ws,vb_one_no_ws,vb_one_ws,vb_both_no_ws,vb_both_ws,acc_no_ws_logprob,acc_ws_logprob,null_no_ws_logprob,null_ws_logprob,nun_no_ws_logprob,nun_ws_logprob,verbatim_no_ws_logprob,verbatim_ws_logprob,vb_one_no_ws_logprob,vb_one_ws_logprob,vb_both_no_ws_logprob,vb_both_ws_logprob
289,290,Crit37,37,WhQ-Both,WhQ,Both,민재: 서현이는 뭘 찾아봤어? 소영: ,소영이는 서현이가 가이드북과 인터넷을 둘 다 찾아봤다고 답하려고 합니다. 민재: 서현이는 뭘 찾아봤어? 소영: ,소영이는 서현이가 가이드북과 인터넷을 둘 다 찾아봤다고 답하려고 합니다.,민재,서현이는 뭘 찾아봤어?,소영,가이드북을 찾아봤어.,가이드북 찾아봤어.,가이드북은 찾아봤어.,가이드북이랑 인터넷을 둘 다 찾아봤어.,가이드북만 찾아봤어.,가이드북이랑 인터넷을 둘 다 찾아봤어.,민재: 서현이는 뭘 찾아봤어? 소영: 가이드북을 찾아봤어.,소영이는 서현이가 가이드북과 인터넷을 둘 다 찾아봤다고 답하려고 합니다. 민재: 서현이는 뭘 찾아봤어? 소영: 가이드북을 찾아봤어.,민재: 서현이는 뭘 찾아봤어? 소영: 가이드북 찾아봤어.,소영이는 서현이가 가이드북과 인터넷을 둘 다 찾아봤다고 답하려고 합니다. 민재: 서현이는 뭘 찾아봤어? 소영: 가이드북 찾아봤어.,민재: 서현이는 뭘 찾아봤어? 소영: 가이드북은 찾아봤어.,소영이는 서현이가 가이드북과 인터넷을 둘 다 찾아봤다고 답하려고 합니다. 민재: 서현이는 뭘 찾아봤어? 소영: 가이드북은 찾아봤어.,민재: 서현이는 뭘 찾아봤어? 소영: 가이드북이랑 인터넷을 둘 다 찾아봤어.,소영이는 서현이가 가이드북과 인터넷을 둘 다 찾아봤다고 답하려고 합니다. 민재: 서현이는 뭘 찾아봤어? 소영: 가이드북이랑 인터넷을 둘 다 찾아봤어.,민재: 서현이는 뭘 찾아봤어? 소영: 가이드북만 찾아봤어.,소영이는 서현이가 가이드북과 인터넷을 둘 다 찾아봤다고 답하려고 합니다. 민재: 서현이는 뭘 찾아봤어? 소영: 가이드북만 찾아봤어.,민재: 서현이는 뭘 찾아봤어? 소영: 가이드북이랑 인터넷을 둘 다 찾아봤어.,소영이는 서현이가 가이드북과 인터넷을 둘 다 찾아봤다고 답하려고 합니다. 민재: 서현이는 뭘 찾아봤어? 소영: 가이드북이랑 인터넷을 둘 다 찾아봤어.,-9.600774223488209,-10.509027389833818,-9.394660269233487,-10.466234572391114,-9.694050615943361,-10.610217367983752,-9.037996486577155,-10.35466370318958,-9.315606257888922,-10.228539167719713,-9.037996486577155,-10.35466370318958
296,297,Crit38,38,WhQ-One,WhQ,One,재경: 가람이는 뭘 닦았어? 은아: ,은아는 가람이가 창문과 바닥 중에 창문만 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: ,은아는 가람이가 창문과 바닥 중에 창문만 닦았다고 답하려고 합니다.,재경,가람이는 뭘 닦았어?,은아,창문을 닦았어.,창문 닦았어.,창문은 닦았어.,창문만 닦았어.,창문만 닦았어.,창문이랑 바닥을 둘 다 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문을 닦았어.,은아는 가람이가 창문과 바닥 중에 창문만 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문을 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문 닦았어.,은아는 가람이가 창문과 바닥 중에 창문만 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문은 닦았어.,은아는 가람이가 창문과 바닥 중에 창문만 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문은 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문만 닦았어.,은아는 가람이가 창문과 바닥 중에 창문만 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문만 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문만 닦았어.,은아는 가람이가 창문과 바닥 중에 창문만 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문만 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문이랑 바닥을 둘 다 닦았어.,은아는 가람이가 창문과 바닥 중에 창문만 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문이랑 바닥을 둘 다 닦았어.,-11.434766926196616,-11.777270810212961,-9.860008582931837,-10.429213620142946,-11.478222242197461,-11.739029361055506,-9.691743080588736,-10.05269806598209,-9.691743080588736,-10.05269806598209,-9.692217098578155,-10.005028084384993
297,298,Crit38,38,WhQ-Both,WhQ,Both,재경: 가람이는 뭘 닦았어? 은아: ,은아는 가람이가 창문과 바닥을 둘 다 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: ,은아는 가람이가 창문과 바닥을 둘 다 닦았다고 답하려고 합니다.,재경,가람이는 뭘 닦았어?,은아,창문을 닦았어.,창문 닦았어.,창문은 닦았어.,창문이랑 바닥을 둘 다 닦았어.,창문만 닦았어.,창문이랑 바닥을 둘 다 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문을 닦았어.,은아는 가람이가 창문과 바닥을 둘 다 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문을 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문 닦았어.,은아는 가람이가 창문과 바닥을 둘 다 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문은 닦았어.,은아는 가람이가 창문과 바닥을 둘 다 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문은 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문이랑 바닥을 둘 다 닦았어.,은아는 가람이가 창문과 바닥을 둘 다 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문이랑 바닥을 둘 다 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문만 닦았어.,은아는 가람이가 창문과 바닥을 둘 다 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문만 닦았어.,재경: 가람이는 뭘 닦았어? 은아: 창문이랑 바닥을 둘 다 닦았어.,은아는 가람이가 창문과 바닥을 둘 다 닦았다고 답하려고 합니다. 재경: 가람이는 뭘 닦았어? 은아: 창문이랑 바닥을 둘 다 닦았어.,-11.434766926196616,-11.57513604786312,-9.860008582931837,-10.402518258479038,-11.478222242197461,-11.704482725159117,-9.692217098578155,-10.211114628753531,-9.691743080588736,-10.047859419187924,-9.692217098578155,-10.211114628753531
304,305,Crit39,39,WhQ-One,WhQ,One,도영: 채원이는 뭘 썼어? 덕환: ,덕환이는 채원이가 모자와 선글라스 중에 모자만 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: ,덕환이는 채원이가 모자와 선글라스 중에 모자만 썼다고 답하려고 합니다.,도영,채원이는 뭘 썼어?,덕환,모자를 썼어.,모자 썼어.,모자는 썼어.,모자만 썼어.,모자만 썼어.,모자랑 선글라스를 둘 다 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자를 썼어.,덕환이는 채원이가 모자와 선글라스 중에 모자만 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자를 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자 썼어.,덕환이는 채원이가 모자와 선글라스 중에 모자만 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자는 썼어.,덕환이는 채원이가 모자와 선글라스 중에 모자만 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자는 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자만 썼어.,덕환이는 채원이가 모자와 선글라스 중에 모자만 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자만 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자만 썼어.,덕환이는 채원이가 모자와 선글라스 중에 모자만 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자만 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자랑 선글라스를 둘 다 썼어.,덕환이는 채원이가 모자와 선글라스 중에 모자만 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자랑 선글라스를 둘 다 썼어.,-10.551235411453458,-10.550423599399913,-9.37134882989659,-9.262015390875053,-10.753521753869759,-11.872042408638155,-9.194704443646325,-9.551425993696963,-9.194704443646325,-9.551425993696963,-10.110086106466175,-10.626616397448668
305,306,Crit39,39,WhQ-Both,WhQ,Both,도영: 채원이는 뭘 썼어? 덕환: ,덕환이는 채원이가 모자와 선글라스를 둘 다 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: ,덕환이는 채원이가 모자와 선글라스를 둘 다 썼다고 답하려고 합니다.,도영,채원이는 뭘 썼어?,덕환,모자를 썼어.,모자 썼어.,모자는 썼어.,모자랑 선글라스를 둘 다 썼어.,모자만 썼어.,모자랑 선글라스를 둘 다 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자를 썼어.,덕환이는 채원이가 모자와 선글라스를 둘 다 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자를 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자 썼어.,덕환이는 채원이가 모자와 선글라스를 둘 다 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자는 썼어.,덕환이는 채원이가 모자와 선글라스를 둘 다 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자는 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자랑 선글라스를 둘 다 썼어.,덕환이는 채원이가 모자와 선글라스를 둘 다 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자랑 선글라스를 둘 다 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자만 썼어.,덕환이는 채원이가 모자와 선글라스를 둘 다 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자만 썼어.,도영: 채원이는 뭘 썼어? 덕환: 모자랑 선글라스를 둘 다 썼어.,덕환이는 채원이가 모자와 선글라스를 둘 다 썼다고 답하려고 합니다. 도영: 채원이는 뭘 썼어? 덕환: 모자랑 선글라스를 둘 다 썼어.,-10.551235411453458,-10.702878012139065,-9.37134882989659,-9.504387217918563,-10.753521753869759,-11.969985418774861,-10.110086106466175,-10.80888485743968,-9.194704443646325,-9.594852624030871,-10.110086106466175,-10.80888485743968
312,313,Crit40,40,WhQ-One,WhQ,One,예진: 다은이는 뭘 골랐어? 수연: ,수연이는 다은이가 피자와 음료수 중에 피자만 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: ,수연이는 다은이가 피자와 음료수 중에 피자만 골랐다고 답하려고 합니다.,예진,다은이는 뭘 골랐어?,수연,피자를 골랐어.,피자 골랐어.,피자는 골랐어.,피자만 골랐어.,피자만 골랐어.,피자랑 음료수를 둘 다 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자를 골랐어.,수연이는 다은이가 피자와 음료수 중에 피자만 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자를 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자 골랐어.,수연이는 다은이가 피자와 음료수 중에 피자만 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자는 골랐어.,수연이는 다은이가 피자와 음료수 중에 피자만 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자는 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자만 골랐어.,수연이는 다은이가 피자와 음료수 중에 피자만 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자만 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자만 골랐어.,수연이는 다은이가 피자와 음료수 중에 피자만 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자만 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자랑 음료수를 둘 다 골랐어.,수연이는 다은이가 피자와 음료수 중에 피자만 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자랑 음료수를 둘 다 골랐어.,-13.666982324031272,-14.758703637485654,-11.158105246266992,-12.646195816322162,-11.9569868557102,-13.496068246572237,-11.32780389263741,-12.450486935900955,-11.32780389263741,-12.450486935900955,-10.804870329668036,-11.759345232259783
313,314,Crit40,40,WhQ-Both,WhQ,Both,예진: 다은이는 뭘 골랐어? 수연: ,수연이는 다은이가 피자와 음료수를 둘 다 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: ,수연이는 다은이가 피자와 음료수를 둘 다 골랐다고 답하려고 합니다.,예진,다은이는 뭘 골랐어?,수연,피자를 골랐어.,피자 골랐어.,피자는 골랐어.,피자랑 음료수를 둘 다 골랐어.,피자만 골랐어.,피자랑 음료수를 둘 다 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자를 골랐어.,수연이는 다은이가 피자와 음료수를 둘 다 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자를 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자 골랐어.,수연이는 다은이가 피자와 음료수를 둘 다 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자는 골랐어.,수연이는 다은이가 피자와 음료수를 둘 다 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자는 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자랑 음료수를 둘 다 골랐어.,수연이는 다은이가 피자와 음료수를 둘 다 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자랑 음료수를 둘 다 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자만 골랐어.,수연이는 다은이가 피자와 음료수를 둘 다 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자만 골랐어.,예진: 다은이는 뭘 골랐어? 수연: 피자랑 음료수를 둘 다 골랐어.,수연이는 다은이가 피자와 음료수를 둘 다 골랐다고 답하려고 합니다. 예진: 다은이는 뭘 골랐어? 수연: 피자랑 음료수를 둘 다 골랐어.,-13.647651167195233,-14.532561192935203,-11.1241403252463,-12.298224083997653,-11.925820729642666,-13.211898939359221,-10.741971534367774,-11.73330250557945,-11.255728114869015,-12.308023529016776,-10.741971534367774,-11.73330250557945
320,321,Crit41,41,WhQ-One,WhQ,One,은빈: 상호는 뭘 심었어? 윤석: ,윤석이는 상호가 장미와 국화 중에 장미만 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: ,윤석이는 상호가 장미와 국화 중에 장미만 심었다고 답하려고 합니다.,은빈,상호는 뭘 심었어?,윤석,장미를 심었어.,장미 심었어.,장미는 심었어.,장미만 심었어.,장미만 심었어.,장미랑 국화를 둘 다 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미를 심었어.,윤석이는 상호가 장미와 국화 중에 장미만 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미를 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미 심었어.,윤석이는 상호가 장미와 국화 중에 장미만 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미는 심었어.,윤석이는 상호가 장미와 국화 중에 장미만 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미는 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미만 심었어.,윤석이는 상호가 장미와 국화 중에 장미만 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미만 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미만 심었어.,윤석이는 상호가 장미와 국화 중에 장미만 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미만 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미랑 국화를 둘 다 심었어.,윤석이는 상호가 장미와 국화 중에 장미만 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미랑 국화를 둘 다 심었어.,-9.546562299720659,-11.346493358097206,-7.624954012499101,-7.794193435276713,-8.88753205560772,-10.524346381983053,-7.889421711388953,-8.427847420993132,-7.889421711388953,-8.427847420993132,-8.583405495632054,-9.37257801226044
321,322,Crit41,41,WhQ-Both,WhQ,Both,은빈: 상호는 뭘 심었어? 윤석: ,윤석이는 상호가 장미와 국화를 둘 다 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: ,윤석이는 상호가 장미와 국화를 둘 다 심었다고 답하려고 합니다.,은빈,상호는 뭘 심었어?,윤석,장미를 심었어.,장미 심었어.,장미는 심었어.,장미랑 국화를 둘 다 심었어.,장미만 심었어.,장미랑 국화를 둘 다 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미를 심었어.,윤석이는 상호가 장미와 국화를 둘 다 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미를 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미 심었어.,윤석이는 상호가 장미와 국화를 둘 다 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미는 심었어.,윤석이는 상호가 장미와 국화를 둘 다 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미는 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미랑 국화를 둘 다 심었어.,윤석이는 상호가 장미와 국화를 둘 다 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미랑 국화를 둘 다 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미만 심었어.,윤석이는 상호가 장미와 국화를 둘 다 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미만 심었어.,은빈: 상호는 뭘 심었어? 윤석: 장미랑 국화를 둘 다 심었어.,윤석이는 상호가 장미와 국화를 둘 다 심었다고 답하려고 합니다. 은빈: 상호는 뭘 심었어? 윤석: 장미랑 국화를 둘 다 심었어.,-9.546562299720659,-11.127418153735327,-7.624954012499101,-7.787821221582705,-8.88753205560772,-10.321079984235139,-8.583405495632054,-9.870196618646085,-7.889421711388953,-8.129651341418855,-8.583405495632054,-9.870196618646085
328,329,Crit42,42,WhQ-One,WhQ,One,보람: 동현이는 뭘 빚었어? 연아: ,연아는 동현이가 송편과 만두 중에 송편만 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: ,연아는 동현이가 송편과 만두 중에 송편만 빚었다고 답하려고 합니다.,보람,동현이는 뭘 빚었어?,연아,송편을 빚었어.,송편 빚었어.,송편은 빚었어.,송편만 빚었어.,송편만 빚었어.,송편이랑 만두를 둘 다 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편을 빚었어.,연아는 동현이가 송편과 만두 중에 송편만 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편을 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편 빚었어.,연아는 동현이가 송편과 만두 중에 송편만 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편은 빚었어.,연아는 동현이가 송편과 만두 중에 송편만 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편은 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편만 빚었어.,연아는 동현이가 송편과 만두 중에 송편만 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편만 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편만 빚었어.,연아는 동현이가 송편과 만두 중에 송편만 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편만 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편이랑 만두를 둘 다 빚었어.,연아는 동현이가 송편과 만두 중에 송편만 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편이랑 만두를 둘 다 빚었어.,-10.351876576602177,-11.399844392063061,-8.110669336766735,-9.219230445537068,-9.401169374256908,-10.557113823339524,-8.710258806826223,-9.719531283692202,-8.710258806826223,-9.719531283692202,-9.501383931072318,-10.620158419044532
329,330,Crit42,42,WhQ-Both,WhQ,Both,보람: 동현이는 뭘 빚었어? 연아: ,연아는 동현이가 송편과 만두를 둘 다 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: ,연아는 동현이가 송편과 만두를 둘 다 빚었다고 답하려고 합니다.,보람,동현이는 뭘 빚었어?,연아,송편을 빚었어.,송편 빚었어.,송편은 빚었어.,송편이랑 만두를 둘 다 빚었어.,송편만 빚었어.,송편이랑 만두를 둘 다 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편을 빚었어.,연아는 동현이가 송편과 만두를 둘 다 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편을 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편 빚었어.,연아는 동현이가 송편과 만두를 둘 다 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편은 빚었어.,연아는 동현이가 송편과 만두를 둘 다 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편은 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편이랑 만두를 둘 다 빚었어.,연아는 동현이가 송편과 만두를 둘 다 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편이랑 만두를 둘 다 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편만 빚었어.,연아는 동현이가 송편과 만두를 둘 다 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편만 빚었어.,보람: 동현이는 뭘 빚었어? 연아: 송편이랑 만두를 둘 다 빚었어.,연아는 동현이가 송편과 만두를 둘 다 빚었다고 답하려고 합니다. 보람: 동현이는 뭘 빚었어? 연아: 송편이랑 만두를 둘 다 빚었어.,-10.351876576602177,-11.533486049270131,-8.110669336766735,-9.366054377465813,-9.401169374256908,-10.666096912860057,-9.501383931072318,-10.842550986014942,-8.710258806826223,-9.737178512217643,-9.501383931072318,-10.842550986014942
336,337,Crit43,43,WhQ-One,WhQ,One,아름: 호섭이는 뭘 담갔어? 석현: ,석현이는 호섭이가 배추김치와 깍두기 중에 배추김치만 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: ,석현이는 호섭이가 배추김치와 깍두기 중에 배추김치만 담갔다고 답하려고 합니다.,아름,호섭이는 뭘 담갔어?,석현,배추김치를 담갔어.,배추김치 담갔어.,배추김치는 담갔어.,배추김치만 담갔어.,배추김치만 담갔어.,배추김치랑 깍두기를 둘 다 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치를 담갔어.,석현이는 호섭이가 배추김치와 깍두기 중에 배추김치만 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치를 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치 담갔어.,석현이는 호섭이가 배추김치와 깍두기 중에 배추김치만 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치는 담갔어.,석현이는 호섭이가 배추김치와 깍두기 중에 배추김치만 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치는 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치만 담갔어.,석현이는 호섭이가 배추김치와 깍두기 중에 배추김치만 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치만 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치만 담갔어.,석현이는 호섭이가 배추김치와 깍두기 중에 배추김치만 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치만 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치랑 깍두기를 둘 다 담갔어.,석현이는 호섭이가 배추김치와 깍두기 중에 배추김치만 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치랑 깍두기를 둘 다 담갔어.,-10.55661236020363,-11.61320710516456,-9.287084675835334,-10.492566395458708,-10.089477602481264,-11.134820286556037,-9.510848138740151,-10.750534932728435,-9.510848138740151,-10.750534932728435,-10.155859011066847,-11.46920217113503
337,338,Crit43,43,WhQ-Both,WhQ,Both,아름: 호섭이는 뭘 담갔어? 석현: ,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: ,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다.,아름,호섭이는 뭘 담갔어?,석현,배추김치를 담갔어.,배추김치 담갔어.,배추김치는 담갔어.,배추김치랑 깍두기를 둘 다 담갔어.,배추김치만 담갔어.,배추김치랑 깍두기를 둘 다 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치를 담갔어.,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치를 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치 담갔어.,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치는 담갔어.,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치는 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치랑 깍두기를 둘 다 담갔어.,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치랑 깍두기를 둘 다 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치만 담갔어.,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치만 담갔어.,아름: 호섭이는 뭘 담갔어? 석현: 배추김치랑 깍두기를 둘 다 담갔어.,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 뭘 담갔어? 석현: 배추김치랑 깍두기를 둘 다 담갔어.,-10.55661236020363,-11.437230388600444,-9.287084675835334,-10.257313153506988,-10.089477602481264,-10.978889671160848,-10.155859011066847,-11.587643436580445,-9.510848138740151,-10.58936390569735,-10.155859011066847,-11.587643436580445
