q_id,item_id,scenario_id,condition,qform,ws,prompt_no_ws,prompt_ws,ws_description,speakerA,qud,speakerB,acc_response,null_response,nun_response,verbatim_response,vb_one_response,vb_both_response,chat_question_simple,chat_question_full,acc_null_v1,acc_null_v2,nun_null_v1,nun_null_v2,acc_null_v1_response,acc_null_v1_coded,acc_null_v2_response,acc_null_v2_coded,acc_null_coded,nun_null_v1_response,nun_null_v1_coded,nun_null_v2_response,nun_null_v2_coded,nun_null_coded
344,Crit43,43,CQ-Both,CQ,Both,아름: 호섭이는 배추김치랑 깍두기 담갔어? 석현:,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 배추김치랑 깍두기 담갔어? 석현:,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다.,아름,호섭이는 배추김치랑 깍두기 담갔어?,석현,배추김치를 담갔어.,배추김치 담갔어.,배추김치는 담갔어.,배추김치랑 깍두기를 둘 다 담갔어.,배추김치만 담갔어.,배추김치랑 깍두기를 둘 다 담갔어.,아래에 주어진 두 개의 문장들 중 석현이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 석현이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 석현이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 배추김치랑 깍두기 담갔어? 석현: 배추김치를 담갔어. 배추김치 담갔어.,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 배추김치랑 깍두기 담갔어? 석현: 배추김치 담갔어. 배추김치를 담갔어.,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 배추김치랑 깍두기 담갔어? 석현: 배추김치는 담갔어. 배추김치 담갔어.,석현이는 호섭이가 배추김치와 깍두기를 둘 다 담갔다고 답하려고 합니다. 아름: 호섭이는 배추김치랑 깍두기 담갔어? 석현: 배추김치 담갔어. 배추김치는 담갔어.,배추김치랑 깍두기 둘 다 담갔어.,both,배추김치 담갔어.,zero,random,배추김치 담갔어.,zero,배추김치랑 깍두기 둘 다 담갔어.,both,random
345,Crit44,44,WhQ-One,WhQ,One,찬미: 종석이는 뭘 짰어? 현경:,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 뭘 짰어? 현경:,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다.,찬미,종석이는 뭘 짰어?,현경,목도리를 짰어.,목도리 짰어.,목도리는 짰어.,목도리만 짰어.,목도리만 짰어.,목도리랑 스웨터를 둘 다 짰어.,아래에 주어진 두 개의 문장들 중 현경이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 현경이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 현경이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리를 짰어. 목도리 짰어.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리 짰어. 목도리를 짰어.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리는 짰어. 목도리 짰어.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리 짰어. 목도리는 짰어.,목도리를 짰어.,lul,목도리를 짰어.,lul,lul,목도리 짰어.,zero,목도리 짰어.,zero,zero
346,Crit44,44,WhQ-Both,WhQ,Both,찬미: 종석이는 뭘 짰어? 현경:,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 뭘 짰어? 현경:,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다.,찬미,종석이는 뭘 짰어?,현경,목도리를 짰어.,목도리 짰어.,목도리는 짰어.,목도리랑 스웨터를 둘 다 짰어.,목도리만 짰어.,목도리랑 스웨터를 둘 다 짰어.,아래에 주어진 두 개의 문장들 중 현경이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 현경이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 현경이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리를 짰어. 목도리 짰어.,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리 짰어. 목도리를 짰어.,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리는 짰어. 목도리 짰어.,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 뭘 짰어? 현경: 목도리 짰어. 목도리는 짰어.,목도리를 짰어.,lul,목도리를 짰어.,lul,lul,목도리 짰어.,zero,목도리는 짰어.,nun,random
347,Crit44,44,LinkedWhQ-One,LinkedWhQ,One,찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경:,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경:,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다.,찬미,종석이는 목도리랑 스웨터 중에 뭘 짰어?,현경,목도리를 짰어.,목도리 짰어.,목도리는 짰어.,목도리만 짰어.,목도리만 짰어.,목도리랑 스웨터를 둘 다 짰어.,아래에 주어진 두 개의 문장들 중 현경이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 현경이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 현경이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리를 짰어. 목도리 짰어.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리 짰어. 목도리를 짰어.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리는 짰어. 목도리 짰어.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리 짰어. 목도리는 짰어.,목도리를 짰어.,lul,목도리를 짰어.,lul,lul,목도리 짰어.,zero,목도리 짰어.,zero,zero
348,Crit44,44,LinkedWhQ-Both,LinkedWhQ,Both,찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경:,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경:,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다.,찬미,종석이는 목도리랑 스웨터 중에 뭘 짰어?,현경,목도리를 짰어.,목도리 짰어.,목도리는 짰어.,목도리랑 스웨터를 둘 다 짰어.,목도리만 짰어.,목도리랑 스웨터를 둘 다 짰어.,아래에 주어진 두 개의 문장들 중 현경이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 현경이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 현경이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리를 짰어. 목도리 짰어.,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리 짰어. 목도리를 짰어.,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리는 짰어. 목도리 짰어.,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 중에 뭘 짰어? 현경: 목도리 짰어. 목도리는 짰어.,목도리를 짰어.,lul,목도리를 짰어.,lul,lul,목도리 짰어.,zero,목도리는 짰어.,nun,random
349,Crit44,44,DQ-One,DQ,One,찬미: 종석이는 목도리나 스웨터 짰어? 현경:,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 목도리나 스웨터 짰어? 현경:,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다.,찬미,종석이는 목도리나 스웨터 짰어?,현경,목도리를 짰어.,목도리 짰어.,목도리는 짰어.,목도리만 짰어.,목도리만 짰어.,목도리랑 스웨터를 둘 다 짰어.,아래에 주어진 두 개의 문장들 중 현경이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 현경이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 현경이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 목도리나 스웨터 짰어? 현경: 목도리를 짰어. 목도리 짰어.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 목도리나 스웨터 짰어? 현경: 목도리 짰어. 목도리를 짰어.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 목도리나 스웨터 짰어? 현경: 목도리는 짰어. 목도리 짰어.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 목도리나 스웨터 짰어? 현경: 목도리 짰어. 목도리는 짰어.,목도리를 짰어.,lul,목도리 짰어.,zero,random,목도리는 짰어.,nun,목도리 짰어.,zero,random
350,Crit44,44,DQ-Both,DQ,Both,찬미: 종석이는 목도리나 스웨터 짰어? 현경:,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 목도리나 스웨터 짰어? 현경:,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다.,찬미,종석이는 목도리나 스웨터 짰어?,현경,목도리를 짰어.,목도리 짰어.,목도리는 짰어.,목도리랑 스웨터를 둘 다 짰어.,목도리만 짰어.,목도리랑 스웨터를 둘 다 짰어.,아래에 주어진 두 개의 문장들 중 현경이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 현경이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 현경이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 목도리나 스웨터 짰어? 현경: 목도리를 짰어. 목도리 짰어.,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 목도리나 스웨터 짰어? 현경: 목도리 짰어. 목도리를 짰어.,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 목도리나 스웨터 짰어? 현경: 목도리는 짰어. 목도리 짰어.,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 목도리나 스웨터 짰어? 현경: 목도리 짰어. 목도리는 짰어.,목도리를 짰어.,lul,목도리를 짰어.,lul,lul,목도리는 짰어.,nun,목도리는 짰어.,nun,nun
351,Crit44,44,CQ-One,CQ,One,찬미: 종석이는 목도리랑 스웨터 짰어? 현경:,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 짰어? 현경:,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다.,찬미,종석이는 목도리랑 스웨터 짰어?,현경,목도리를 짰어.,목도리 짰어.,목도리는 짰어.,목도리만 짰어.,목도리만 짰어.,목도리랑 스웨터를 둘 다 짰어.,아래에 주어진 두 개의 문장들 중 현경이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 현경이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 현경이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 짰어? 현경: 목도리를 짰어. 목도리 짰어.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 짰어? 현경: 목도리 짰어. 목도리를 짰어.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 짰어? 현경: 목도리는 짰어. 목도리 짰어.,현경이는 종석이가 목도리와 스웨터 중에 목도리만 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 짰어? 현경: 목도리 짰어. 목도리는 짰어.,목도리를 짰어.,lul,목도리 짰어.,zero,random,목도리는 짰어.,nun,목도리 짰어.,zero,random
352,Crit44,44,CQ-Both,CQ,Both,찬미: 종석이는 목도리랑 스웨터 짰어? 현경:,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 짰어? 현경:,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다.,찬미,종석이는 목도리랑 스웨터 짰어?,현경,목도리를 짰어.,목도리 짰어.,목도리는 짰어.,목도리랑 스웨터를 둘 다 짰어.,목도리만 짰어.,목도리랑 스웨터를 둘 다 짰어.,아래에 주어진 두 개의 문장들 중 현경이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 현경이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 현경이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 짰어? 현경: 목도리를 짰어. 목도리 짰어.,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 짰어? 현경: 목도리 짰어. 목도리를 짰어.,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 짰어? 현경: 목도리는 짰어. 목도리 짰어.,현경이는 종석이가 목도리와 스웨터를 둘 다 짰다고 답하려고 합니다. 찬미: 종석이는 목도리랑 스웨터 짰어? 현경: 목도리 짰어. 목도리는 짰어.,"네, 목도리랑 스웨터 둘 다 짰어.",both,목도리를 짰어.,lul,random,목도리는 짰어.,nun,목도리는 짰어.,nun,nun
353,Crit45,45,WhQ-One,WhQ,One,영은: 재범이는 뭘 외웠어? 시은:,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 뭘 외웠어? 시은:,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다.,영은,재범이는 뭘 외웠어?,시은,대사를 외웠어.,대사 외웠어.,대사는 외웠어.,대사만 외웠어.,대사만 외웠어.,대사랑 노래 가사를 둘 다 외웠어.,아래에 주어진 두 개의 문장들 중 시은이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 시은이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 시은이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 뭘 외웠어? 시은: 대사를 외웠어. 대사 외웠어.,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 뭘 외웠어? 시은: 대사 외웠어. 대사를 외웠어.,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 뭘 외웠어? 시은: 대사는 외웠어. 대사 외웠어.,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 뭘 외웠어? 시은: 대사 외웠어. 대사는 외웠어.,대사를 외웠어.,lul,대사를 외웠어.,lul,lul,대사 외웠어.,zero,대사 외웠어.,zero,zero
354,Crit45,45,WhQ-Both,WhQ,Both,영은: 재범이는 뭘 외웠어? 시은:,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 뭘 외웠어? 시은:,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다.,영은,재범이는 뭘 외웠어?,시은,대사를 외웠어.,대사 외웠어.,대사는 외웠어.,대사랑 노래 가사를 둘 다 외웠어.,대사만 외웠어.,대사랑 노래 가사를 둘 다 외웠어.,아래에 주어진 두 개의 문장들 중 시은이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 시은이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 시은이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 뭘 외웠어? 시은: 대사를 외웠어. 대사 외웠어.,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 뭘 외웠어? 시은: 대사 외웠어. 대사를 외웠어.,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 뭘 외웠어? 시은: 대사는 외웠어. 대사 외웠어.,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 뭘 외웠어? 시은: 대사 외웠어. 대사는 외웠어.,대사 외웠어.,zero,대사를 외웠어.,lul,random,대사 외웠어.,zero,대사 외웠어.,zero,zero
355,Crit45,45,LinkedWhQ-One,LinkedWhQ,One,영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은:,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은:,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다.,영은,재범이는 대사랑 노래 가사 중에 뭘 외웠어?,시은,대사를 외웠어.,대사 외웠어.,대사는 외웠어.,대사만 외웠어.,대사만 외웠어.,대사랑 노래 가사를 둘 다 외웠어.,아래에 주어진 두 개의 문장들 중 시은이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 시은이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 시은이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사를 외웠어. 대사 외웠어.,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사 외웠어. 대사를 외웠어.,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사는 외웠어. 대사 외웠어.,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사 외웠어. 대사는 외웠어.,대사를 외웠어.,lul,대사를 외웠어.,lul,lul,대사 외웠어.,zero,대사 외웠어.,zero,zero
356,Crit45,45,LinkedWhQ-Both,LinkedWhQ,Both,영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은:,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은:,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다.,영은,재범이는 대사랑 노래 가사 중에 뭘 외웠어?,시은,대사를 외웠어.,대사 외웠어.,대사는 외웠어.,대사랑 노래 가사를 둘 다 외웠어.,대사만 외웠어.,대사랑 노래 가사를 둘 다 외웠어.,아래에 주어진 두 개의 문장들 중 시은이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 시은이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 시은이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사를 외웠어. 대사 외웠어.,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사 외웠어. 대사를 외웠어.,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사는 외웠어. 대사 외웠어.,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 중에 뭘 외웠어? 시은: 대사 외웠어. 대사는 외웠어.,대사 외웠어.,zero,대사를 외웠어.,lul,random,대사 외웠어.,zero,대사는 외웠어.,nun,random
357,Crit45,45,DQ-One,DQ,One,영은: 재범이는 대사나 노래 가사 외웠어? 시은:,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 대사나 노래 가사 외웠어? 시은:,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다.,영은,재범이는 대사나 노래 가사 외웠어?,시은,대사를 외웠어.,대사 외웠어.,대사는 외웠어.,대사만 외웠어.,대사만 외웠어.,대사랑 노래 가사를 둘 다 외웠어.,아래에 주어진 두 개의 문장들 중 시은이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 시은이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 시은이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 대사나 노래 가사 외웠어? 시은: 대사를 외웠어. 대사 외웠어.,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 대사나 노래 가사 외웠어? 시은: 대사 외웠어. 대사를 외웠어.,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 대사나 노래 가사 외웠어? 시은: 대사는 외웠어. 대사 외웠어.,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 대사나 노래 가사 외웠어? 시은: 대사 외웠어. 대사는 외웠어.,대사를 외웠어.,lul,대사 외웠어.,zero,random,대사는 외웠어.,nun,대사 외웠어.,zero,random
358,Crit45,45,DQ-Both,DQ,Both,영은: 재범이는 대사나 노래 가사 외웠어? 시은:,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 대사나 노래 가사 외웠어? 시은:,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다.,영은,재범이는 대사나 노래 가사 외웠어?,시은,대사를 외웠어.,대사 외웠어.,대사는 외웠어.,대사랑 노래 가사를 둘 다 외웠어.,대사만 외웠어.,대사랑 노래 가사를 둘 다 외웠어.,아래에 주어진 두 개의 문장들 중 시은이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 시은이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 시은이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 대사나 노래 가사 외웠어? 시은: 대사를 외웠어. 대사 외웠어.,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 대사나 노래 가사 외웠어? 시은: 대사 외웠어. 대사를 외웠어.,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 대사나 노래 가사 외웠어? 시은: 대사는 외웠어. 대사 외웠어.,시은이는 재범이가 대사와 노래 가사를 둘 다 외웠다고 답하려고 합니다. 영은: 재범이는 대사나 노래 가사 외웠어? 시은: 대사 외웠어. 대사는 외웠어.,대사 외웠어.,zero,대사를 외웠어.,lul,random,대사 외웠어.,zero,대사는 외웠어.,nun,random
359,Crit45,45,CQ-One,CQ,One,영은: 재범이는 대사랑 노래 가사 외웠어? 시은:,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 외웠어? 시은:,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다.,영은,재범이는 대사랑 노래 가사 외웠어?,시은,대사를 외웠어.,대사 외웠어.,대사는 외웠어.,대사만 외웠어.,대사만 외웠어.,대사랑 노래 가사를 둘 다 외웠어.,아래에 주어진 두 개의 문장들 중 시은이가 답장으로 보내기에 더 적절한 것은 무엇입니까?,주어진 답장들은 시은이가 말해야 하는 모든 것을 나타내지 않을 수 있습니다. 이와 상관 없이 시은이가 보내기에 최선이라고 생각하는 답장을 골라 주세요.,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 외웠어? 시은: 대사를 외웠어. 대사 외웠어.,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 외웠어? 시은: 대사 외웠어. 대사를 외웠어.,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 외웠어? 시은: 대사는 외웠어. 대사 외웠어.,시은이는 재범이가 대사와 노래 가사 중에 대사만 외웠다고 답하려고 합니다. 영은: 재범이는 대사랑 노래 가사 외웠어? 시은: 대사 외웠어. 대사는 외웠어.,대사 외웠어.,zero,대사 외웠어.,zero,zero,대사는 외웠어.,nun,대사 외웠어.,zero,random
